"cap-shape","cap-surface","cap-color","bruises%3F","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","habitat","target"
"k","y","n","f","y","f","c","n","b","t","","k","s","w","w","p","w","o","e","","v","p","p"
"f","y","e","f","f","f","","n","b","t","","k","s","p","p","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","","b","t","","k","k","p","p","p","w","","e","w","v","d","p"
"x","y","e","f","f","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","p","p"
"f","s","n","","y","f","c","","b","t","","k","k","p","p","","w","o","e","w","v","l","p"
"x","s","e","f","s","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"k","y","n","f","y","f","c","n","b","t","","k","k","w","","p","w","o","","w","","p","p"
"x","s","n","f","s","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"x","y","e","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","d","p"
"f","y","n","f","y","f","c","n","b","t","","k","s","w","","p","w","o","e","w","v","d","p"
"f","s","e","f","y","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"f","s","n","f","f","","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","p","p"
"x","s","","f","n","f","w","b","g","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"f","y","n","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","","","d","p"
"f","s","n","f","f","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"x","y","e","f","y","f","","n","b","t","","s","s","p","p","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"x","","n","f","s","f","c","n","b","t","","","","w","p","p","w","o","e","w","v","p","p"
"x","y","e","","f","f","","n","b","t","","s","k","p","w","p","w","o","e","w","v","l","p"
"k","f","g","f","n","","w","b","g","e","","k","k","w","w","p","w","t","p","w","s","g","e"
"f","s","e","","s","f","","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"f","y","e","","s","","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","p","p"
"b","f","w","f","n","f","","b","w","e","","s","k","w","w","p","w","t","p","w","s","g","e"
"f","s","","f","y","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","l","p"
"x","y","e","f","s","f","c","n","b","t","","k","s","","w","p","w","o","e","w","v","l","p"
"x","y","e","f","f","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"f","s","n","f","","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","p","p"
"x","s","n","","f","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"f","s","e","f","s","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","p","p"
"f","s","e","f","","f","c","","b","t","","s","","p","p","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","","b","t","","s","s","","w","p","w","o","e","w","v","l","p"
"x","y","e","f","m","f","c","b","w","e","c","k","y","","c","p","w","n","n","w","c","d","p"
"f","y","n","f","y","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"f","y","e","f","y","f","","n","b","t","","s","s","w","w","p","w","o","e","w","v","","p"
"x","s","e","f","s","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","p","p"
"","s","e","f","y","f","c","","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"f","y","e","f","f","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","p","p"
"f","y","e","f","s","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","l","p"
"x","s","e","f","f","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","n","b","t","","s","k","p","w","p","w","o","","w","v","p","p"
"x","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","n","o","p","y","c","l","e"
"f","y","","f","s","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","d","p"
"f","y","e","f","s","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"f","y","e","f","s","f","c","n","b","t","","s","","w","w","p","w","o","e","w","","l","p"
"x","s","n","f","f","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"x","s","e","f","y","f","c","n","b","t","","k","s","p","p","p","w","","e","w","v","d","p"
"","y","e","f","f","","c","n","b","t","","k","k","p","","p","w","o","e","w","v","d","p"
"x","s","e","f","s","f","c","n","b","t","","s","k","w","p","p","w","","e","w","v","p","p"
"x","y","e","f","y","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","p","p"
"f","y","e","f","f","f","c","n","b","t","","s","k","w","","p","w","o","e","w","v","p","p"
"x","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","n","o","p","o","v","l","e"
"f","s","n","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","p","p"
"x","y","e","f","f","f","c","n","b","t","","s","s","","w","p","w","o","e","w","v","p","p"
"f","s","n","f","f","f","c","n","b","t","","","s","w","p","p","","o","e","w","v","d","p"
"f","y","","f","y","","c","n","b","t","","","k","w","w","p","w","o","","","v","","p"
"x","","e","f","f","f","","n","","t","","k","s","p","w","p","w","o","e","w","v","d","p"
"x","s","n","f","s","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","d","p"
"x","s","n","f","f","","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"x","s","n","f","y","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","l","p"
"x","y","e","f","","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","d","p"
"f","s","n","f","y","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","l","p"
"f","s","n","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"k","y","e","f","y","f","c","n","","t","","s","s","p","p","p","w","o","e","w","v","l","p"
"x","s","n","f","y","f","c","n","b","t","","k","s","w","","p","w","o","e","w","v","d","p"
"f","y","n","f","y","f","","n","b","t","","s","","p","w","p","w","o","e","w","","p","p"
"k","s","w","f","n","f","w","b","g","","","","k","w","w","p","w","t","p","w","n","g","e"
"f","s","e","f","y","f","c","n","b","t","","","k","w","w","p","w","o","e","w","v","l","p"
"x","s","","f","y","f","c","n","b","t","","s","k","p","w","p","","o","e","w","v","l","p"
"f","y","n","f","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","d","p"
"f","y","n","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","","p","p"
"f","y","e","f","y","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"x","s","n","f","f","f","c","n","b","t","","","k","p","p","p","w","o","e","w","v","p","p"
"f","","n","f","s","f","c","n","b","","","k","k","w","p","p","w","","e","w","v","l","p"
"x","s","","f","s","f","c","n","b","t","","s","k","","","","w","o","e","w","v","l","p"
"k","","n","f","y","f","c","n","b","t","","k","k","p","p","p","w","o","","w","v","l","p"
"f","","e","f","s","f","c","n","b","t","","k","s","","p","p","","o","e","w","v","d","p"
"f","y","e","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"f","y","e","f","f","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","l","p"
"","y","e","f","s","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"f","","n","f","f","f","c","n","b","t","","s","s","w","w","p","w","","e","w","","p","p"
"f","y","n","","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"k","y","n","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","l","p"
"k","y","n","f","y","","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"f","s","e","f","y","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","p","p"
"x","s","e","f","y","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","d","p"
"k","s","n","f","f","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","","p"
"x","s","e","f","f","f","c","n","b","t","","s","s","p","","p","w","o","e","w","v","p","p"
"f","s","n","f","f","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"x","s","e","f","s","f","c","n","","t","","s","k","w","w","p","w","o","e","w","v","l","p"
"f","s","n","f","y","f","c","","b","t","","s","k","p","w","p","w","o","e","","v","p","p"
"x","s","n","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","l","p"
"f","y","e","f","y","f","c","","b","t","","s","k","w","p","","w","o","e","w","v","d","p"
"","s","n","f","f","f","c","n","b","t","","k","s","w","p","p","w","o","e","","v","l","p"
"x","s","e","f","y","f","c","n","b","t","","s","s","","w","p","w","o","e","w","v","p","p"
"x","s","e","f","s","","c","","","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","s","f","c","n","","t","","k","k","p","p","p","w","o","e","w","v","p","p"
"x","y","e","f","s","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"f","y","e","f","y","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","p","p"
"f","s","e","f","s","f","c","n","b","t","","k","s","p","w","p","","o","e","w","v","d","p"
"x","s","e","f","y","f","c","n","b","t","","k","k","","w","p","w","o","e","w","v","d","p"
"f","y","e","f","y","f","c","n","b","t","","k","k","w","w","p","w","o","e","","v","l","p"
"f","s","e","f","y","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","p","p"
"f","s","e","f","s","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","l","p"
"f","y","n","f","f","f","c","n","b","t","","k","","w","p","","w","o","e","w","v","d","p"
"f","s","n","f","s","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","p","p"
"x","s","e","f","f","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","p","p"
"f","y","n","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"f","s","n","f","s","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"f","y","n","f","f","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","n","b","t","","k","","p","w","p","w","o","e","w","v","l","p"
"f","y","","f","f","f","c","n","b","t","","s","k","p","","p","w","o","e","w","v","p","p"
"f","y","n","","y","f","c","n","b","t","","k","s","w","p","p","w","o","e","","v","d","p"
"f","s","e","f","y","f","c","","b","t","","k","k","w","p","p","w","o","e","w","v","d","p"
"f","s","e","f","f","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","d","p"
"f","y","n","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"f","s","e","f","f","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","","p"
"","s","n","f","f","f","c","n","b","t","","k","s","p","p","p","w","o","","w","v","d","p"
"k","y","e","f","s","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","d","p"
"f","y","e","f","f","f","c","n","b","","","s","k","w","w","p","w","o","e","w","v","d","p"
"f","s","e","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","","w","v","d","p"
"","y","e","f","y","f","c","n","","t","","s","s","w","p","p","w","o","e","w","v","d","p"
"f","y","n","f","s","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"f","y","e","f","f","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","p","p"
"f","s","n","f","s","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","p","p"
"x","y","e","f","y","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"x","f","w","f","n","f","w","b","p","e","","k","s","","w","p","w","t","p","w","n","g","e"
"x","s","e","f","s","f","c","n","b","t","","k","s","w","w","","w","o","e","w","v","","p"
"x","s","e","f","f","f","c","n","b","t","","s","s","p","w","","w","o","e","w","v","l","p"
"f","y","n","f","y","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","l","p"
"x","s","e","f","y","f","c","n","b","t","","s","","p","p","p","w","o","e","","v","d","p"
"x","s","n","f","y","f","c","n","","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","f","f","","n","b","t","","k","s","w","w","p","w","o","e","w","","p","p"
"x","s","n","f","y","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"x","f","g","f","n","f","w","b","p","e","","s","k","w","w","p","w","t","p","w","n","g","e"
"f","y","e","f","f","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"f","y","e","f","f","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"x","y","e","","y","f","c","n","b","t","","s","s","w","w","p","","o","e","w","v","p","p"
"x","s","n","f","y","f","c","n","b","t","","k","","p","w","p","w","","e","w","v","p","p"
"k","s","e","f","y","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","p","p"
"k","y","e","f","f","f","c","n","b","t","","k","s","","w","p","","o","e","w","v","d","p"
"f","y","e","f","s","f","c","n","","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"x","s","n","f","f","","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"f","s","n","f","s","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","l","p"
"x","s","e","f","s","f","c","n","","t","","k","s","w","","p","w","o","e","w","v","p","p"
"f","y","n","f","y","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","s","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","p","p"
"k","f","w","f","n","","w","b","p","e","","s","k","w","w","p","w","t","p","w","n","g","e"
"k","y","n","f","f","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","","p"
"f","","e","f","f","","c","n","b","t","","s","k","","","p","w","o","e","","v","d","p"
"x","y","e","f","","f","","n","b","t","","k","s","p","p","p","w","o","e","w","v","d","p"
"x","","n","f","s","f","c","n","b","t","","s","s","p","p","","w","o","e","w","v","l","p"
"x","s","n","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","d","p"
"","","e","f","y","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"","y","n","f","s","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"x","y","e","f","y","f","","n","b","t","","s","s","","w","p","w","o","e","w","v","l","p"
"f","s","e","f","y","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","","p","p"
"x","s","e","f","s","f","c","n","b","t","","","k","p","w","p","w","o","","w","v","","p"
"x","s","n","f","s","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","","p","p"
"f","y","n","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","l","p"
"f","y","e","f","s","","c","n","","t","","s","k","w","p","p","w","o","e","","v","l","p"
"f","y","n","f","s","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","l","p"
"f","y","n","f","f","f","c","n","b","t","","s","s","","w","p","w","o","e","w","v","d","p"
"","s","n","f","y","f","","n","","t","","s","k","p","p","p","w","o","e","w","v","","p"
"f","y","e","f","f","f","c","","b","t","","k","s","p","","p","w","o","e","w","v","p","p"
"f","y","e","f","s","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"x","y","e","f","s","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","p","p"
"k","s","e","f","f","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","p","p"
"","y","e","f","s","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"","y","n","f","y","","c","n","b","t","","s","s","w","","p","w","o","e","w","v","p","p"
"f","s","n","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"f","s","e","f","y","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","p","p"
"k","s","e","f","f","f","c","n","b","t","","s","","w","p","p","w","o","e","w","v","","p"
"f","y","e","f","","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","p","p"
"f","s","n","f","s","f","c","n","","t","","k","k","p","w","p","w","o","e","w","v","p","p"
"x","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","o","o","p","b","v","l","e"
"x","s","n","f","","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","l","p"
"k","s","n","f","y","","c","n","b","t","","s","s","p","w","","w","o","e","w","v","l","p"
"f","s","n","f","f","f","c","n","b","t","","s","k","w","p","p","w","o","e","","v","d","p"
"f","s","n","f","y","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","d","p"
"","s","n","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","p","p"
"","s","n","f","y","f","c","n","b","t","","k","k","w","","p","w","o","e","w","v","d","p"
"f","y","e","f","f","f","c","n","b","","","k","s","p","p","p","w","o","e","w","v","p","p"
"f","y","e","f","y","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"f","s","n","f","f","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","l","p"
"x","s","e","f","f","f","c","n","b","t","","s","k","w","","p","w","o","e","w","v","l","p"
"x","s","n","f","s","f","c","n","b","t","","","k","w","w","p","w","o","e","w","v","p","p"
"x","s","e","f","y","f","c","n","","","","s","s","p","p","p","w","o","e","w","v","p","p"
"x","s","e","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"f","y","e","f","f","f","c","n","b","t","","k","s","p","w","","w","o","e","w","","l","p"
"x","s","e","f","y","f","c","","b","","","k","k","p","w","p","w","o","e","w","","p","p"
"k","s","e","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","l","p"
"x","y","e","f","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","p","p"
"f","s","n","f","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","p","p"
"f","s","n","f","y","f","c","n","b","t","","","k","p","p","p","w","o","e","w","","l","p"
"","s","n","f","f","f","","n","b","t","","","s","w","p","p","w","o","e","w","v","d","p"
"k","y","e","","y","f","c","n","b","t","","s","k","w","w","p","","o","e","w","v","p","p"
"x","s","e","f","y","f","c","n","b","t","","k","k","p","","p","","","e","w","v","l","p"
"f","y","n","f","s","f","c","n","b","t","","s","s","p","w","p","w","o","e","","v","d","p"
"f","y","e","f","s","f","c","n","b","","","k","s","w","w","p","w","","e","w","v","d","p"
"f","","n","f","s","","c","n","b","","","s","s","p","p","p","w","o","e","w","v","p","p"
"","s","n","f","s","","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"f","s","e","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","p","p"
"k","y","n","f","y","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"f","y","e","f","","f","c","n","b","t","","s","k","w","","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","n","b","t","","","s","p","w","p","w","o","e","w","v","p","p"
"f","s","n","f","f","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","","w","v","l","p"
"f","y","n","f","","f","c","n","b","t","","k","s","p","w","p","w","o","","w","v","d","p"
"","y","e","f","s","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","d","p"
"x","y","e","f","s","","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"f","s","e","f","s","f","c","n","b","t","","k","s","w","w","p","","o","e","w","v","p","p"
"","s","","f","s","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","l","p"
"f","s","n","f","y","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","p","p"
"f","s","n","f","s","f","","n","b","t","","s","k","w","w","p","w","o","e","w","v","l","p"
"f","s","e","f","y","f","c","n","b","t","","s","s","p","","p","w","o","e","w","v","p","p"
"x","s","g","f","n","f","w","b","p","e","","s","k","w","","p","w","t","p","w","n","g","e"
"k","y","n","f","y","","c","n","b","t","","k","","p","","p","w","o","e","w","v","p","p"
"","y","e","f","s","f","c","n","b","t","","k","s","w","w","p","w","o","","w","v","","p"
"x","s","n","f","s","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","p","p"
"x","s","n","f","s","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","d","p"
"f","y","e","f","s","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","l","p"
"k","y","n","f","f","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","l","p"
"x","s","e","f","f","f","c","n","b","t","","k","s","","w","p","w","o","e","w","v","d","p"
"x","s","n","f","s","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"k","y","n","f","y","f","c","n","b","t","","k","s","p","","","","o","e","w","v","d","p"
"x","y","e","f","f","f","c","n","","t","","k","k","p","w","p","w","o","e","w","v","l","p"
"k","s","n","f","f","f","c","n","b","t","","k","s","p","w","p","","o","e","w","v","p","p"
"x","s","n","f","f","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","","p"
"x","y","e","f","f","f","c","n","b","t","","s","k","","w","","w","o","e","w","v","d","p"
"f","s","e","f","y","f","c","n","b","t","","s","k","w","w","p","w","","e","w","v","d","p"
"f","s","n","f","s","","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"f","s","n","f","f","f","c","n","b","t","","k","s","p","p","p","","o","e","w","v","p","p"
"f","s","e","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"x","y","e","f","s","f","c","n","","t","","k","s","w","","p","w","o","e","w","v","l","p"
"x","s","e","f","f","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","","l","p"
"f","s","n","","s","f","c","n","b","t","","s","s","p","w","p","w","o","","w","v","p","p"
"f","y","e","f","s","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","f","f","c","n","b","t","","k","s","p","w","","w","o","e","w","","d","p"
"","s","e","f","s","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","d","p"
"x","s","e","f","y","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"f","s","e","f","f","f","c","n","b","t","","k","s","p","p","p","","o","","w","v","p","p"
"x","y","e","f","s","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","","p","p"
"x","s","n","f","y","f","c","n","b","t","","s","k","","","p","w","o","e","w","v","d","p"
"x","s","e","","s","","c","n","b","t","","s","k","w","","p","w","o","e","w","v","l","p"
"","s","e","f","y","f","c","n","b","t","","s","k","w","p","p","","o","","w","","l","p"
"x","s","n","f","y","f","c","","b","t","","s","k","w","p","p","w","o","e","w","","d","p"
"x","","n","f","s","f","c","n","b","t","","k","","p","w","p","w","o","e","w","v","l","p"
"","s","e","f","y","f","c","n","b","t","","","s","p","p","p","w","o","e","w","v","d","p"
"f","y","e","f","f","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","s","f","c","n","b","t","","k","s","w","w","p","w","o","e","","v","d","p"
"x","s","e","f","f","f","c","n","","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"f","s","n","f","s","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"x","s","n","f","","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","d","p"
"f","s","","f","y","f","c","n","b","t","","k","s","p","w","p","w","","e","w","v","d","p"
"k","","n","f","y","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","p","p"
"x","s","n","f","y","f","c","n","b","t","","s","k","p","p","p","w","","e","w","v","l","p"
"f","y","n","f","y","f","c","n","b","t","","k","s","w","p","p","w","o","","w","v","p","p"
"k","y","n","f","y","f","c","n","b","t","","k","","w","p","p","w","o","e","w","v","p","p"
"f","s","e","f","s","f","c","n","b","t","","k","s","","w","p","w","o","e","w","v","d","p"
"","s","n","f","f","f","c","n","b","t","","k","k","p","w","","w","o","e","w","v","p","p"
"x","s","e","f","y","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","d","p"
"x","s","n","","f","f","c","n","b","t","","s","s","p","p","","w","o","e","w","v","l","p"
"f","","n","f","y","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","p","p"
"f","y","","f","s","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","p","p"
"x","s","e","f","","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","l","p"
"f","y","n","f","y","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","l","p"
"x","y","e","f","s","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"f","y","n","f","y","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"f","y","e","f","","f","c","n","b","","","k","s","w","w","p","w","","e","w","v","p","p"
"x","y","e","f","f","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","l","p"
"f","s","e","f","y","f","c","n","b","","","s","s","p","p","p","w","o","e","w","v","l","p"
"k","s","n","f","s","f","c","n","b","t","","s","k","w","w","p","w","o","e","","v","","p"
"x","y","e","f","f","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"x","s","n","f","f","f","","n","b","","","k","s","p","p","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","n","b","t","","k","","p","","p","w","o","e","w","v","p","p"
"f","s","e","","y","f","c","n","b","t","","s","s","","w","p","w","o","","w","v","p","p"
"b","f","g","f","n","f","w","b","p","e","","s","k","w","w","p","w","t","p","w","s","g","e"
"x","s","n","","y","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","p","p"
"k","s","n","f","s","f","c","n","b","t","","k","s","w","p","","w","o","e","w","v","","p"
"b","s","n","f","n","a","c","b","o","e","","s","s","o","o","p","","o","p","","v","l","e"
"f","s","n","f","y","f","c","n","b","t","","s","s","p","p","p","","o","e","w","v","d","p"
"f","y","n","f","","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"x","y","e","f","s","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","d","p"
"x","s","e","f","s","f","c","n","b","","","k","s","p","p","","w","o","e","w","v","d","p"
"k","y","","f","m","a","c","","w","e","c","k","y","c","","p","w","","n","w","c","d","p"
"","s","e","f","s","f","c","n","b","","","s","s","w","w","p","w","o","e","w","v","l","p"
"f","s","n","f","s","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"x","s","n","f","y","","c","n","b","t","","k","k","","p","p","w","o","e","w","v","l","p"
"x","y","e","f","s","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"x","s","e","f","f","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"f","s","e","f","f","f","c","","b","t","","s","s","p","w","p","w","o","e","w","v","l","p"
"f","s","n","f","","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","d","p"
"f","s","n","f","s","f","","n","b","t","","k","k","w","w","p","w","o","e","w","v","d","p"
"f","y","e","f","y","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","p","p"
"x","s","e","f","y","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","","p"
"f","y","e","f","s","f","c","n","b","t","","s","k","w","p","","w","o","e","w","v","d","p"
"","y","n","f","y","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","l","p"
"x","y","e","f","f","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"f","y","e","f","s","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","p","p"
"f","s","e","f","f","f","c","n","b","t","","k","k","w","w","p","w","","e","w","v","l","p"
"","s","e","f","f","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
