"cap-shape","cap-surface","cap-color","bruises%3F","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","habitat","target"
"k","s","e","f","f","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","d","p"
"x","s","e","f","LKaiKmFbph","f","c","n","b","t","","k","s","p","zAWJOsP5mJ","p","w","o","e","w","v","l","p"
"f","y","e","f","y","f","yWsm1vj0wW","n","b","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"x","bNXKYOxJ12","n","f","f","Tfwad0RZ90","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"f","s","n","f","n","a","c","b","SAPpAlLQRf","e","","s","s","o","o","p","n","o","p","n","c","l","e"
"f","s","e","f","s","f","c","E2UpIWWQDn","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"x","y","e","f","s","f","c","n","14XzKUhBE8","t","","s","k","p","w","p","9HB3lNX2rL","IbtbyggeQN","e","w","v","p","p"
"x","y","e","f","f","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"x","s","e","f","s","f","c","n","b","t","","k","k","p","p","p","ttaXzMV2om","o","e","w","v","p","p"
"k","s","e","f","f","f","c","TtouKdC5ts","b","t","","k","k","p","p","p","w","o","e","wbehsyqrXa","v","l","p"
"x","s","e","f","y","f","c","mIgiz1syAb","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"b","f","g","f","n","f","w","b","w","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"3lPiMcPL0S","y","e","f","s","XbkIRhHcAN","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"k","s","e","f","s","f","c","n","b","t","","mXZZ3sBDk2","k","p","w","p","w","o","e","w","v","l","p"
"k","f","g","f","n","f","w","b","g","e","","s","s","uRslFNBGkV","w","p","w","t","p","w","LENTnnEsKR","g","e"
"f","s","n","f","n","a","c","b","n","e","","s","s","o","eJeXQrQgjv","p","n","o","p","n","v","l","e"
"f","y","n","f","m","f","c","b","w","e","c","k","y","c","FKUVNPdcp0","p","w","n","n","w","c","d","p"
"k","s","e","f","s","f","c","n","b","t","","s","k","w","p","LTkqzCS5zR","Pm102jBsEE","o","e","w","v","d","p"
"f","s","n","f","f","f","c","n","MbEmWpUD7Y","t","","k","k","w","w","p","w","o","e","w","v","l","p"
"k","y","n","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"k","s","e","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"k","y","n","f","y","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","2f2tmHbw6P","p"
"k","y","n","f","y","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"x","f","g","f","n","f","w","b","g","e","","k","k","w","w","p","w","IEQOhdx0m2","p","w","n","g","e"
"k","y","e","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","96qUL2ziIa","w","v","p","p"
"x","y","c","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d","p"
"k","y","e","f","s","f","c","n","b","t","","k","k","w","p","p","9Tj2N0iosV","o","e","w","v","p","p"
"k","y","e","f","s","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","5Efhxhq8hN","p"
"b","s","w","f","k16d2fioaQ","f","w","b","p","e","","s","k","w","w","p","w","t","p","w","s","g","e"
"k","s","n","vjb9HqqcIV","y","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"x","s","e","f","y","f","c","n","b","t","","Aouyq8ia7x","k","p","OIPEr1DUhF","p","w","o","e","w","v","8N7NSBJEmY","p"
"f","y","n","f","f","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","l","p"
"f","s","e","f","y","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","p","p"
"k","y","e","f","f","f","c","n","b","t","","qGecdkMr3d","k","p","w","p","w","o","e","w","v","d","p"
"k","y","e","f","f","f","c","n","b","t","","k","s","w","p","p","W3RK3dfpDq","o","e","w","v","d","p"
"b","f","w","f","n","f","w","b","w","e","v0SkswOaX8","s","s","w","w","p","OMZfKoBhrJ","t","p","w","n","g","e"
"k","y","n","f","m","a","c","b","w","e","dkmwu3J8b8","k","y","c","c","p","w","n","n","w","c","d","p"
"f","y","e","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","d","p"
"k","s","n","f","f","f","c","n","b","t","","s","k","l6VK0eTm8J","p","p","w","o","e","w","v","p","p"
"k","9HV1LHtGi7","n","f","f","f","c","n","b","t","","k","s","w","p","p","w","gsgUtkkTXZ","e","w","v","p","p"
"x","s","e","f","g65G1pd42C","SlPPDUg39C","c","n","b","t","","k","k","F5Zc8A9TJp","w","p","w","o","e","w","v","l","p"
"x","y","g","qNYiBwrFZh","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","v","p","e"
"f","s","n","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","d","p"
"k","y","e","f","y","f","c","5OGrlNwsnA","b","t","","k","s","w","w","p","w","o","e","w","v","p","p"
"k","f","w","f","n","f","w","b","w","e","","VPfIlhfYau","k","w","w","p","w","t","p","w","n","g","e"
"x","s","n","f","s","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","d","p"
"k","y","n","f","y","f","c","n","b","t","","s","s","p","NiPlxjJ7If","p","w","o","e","w","v","d","p"
"x","s","e","f","s","f","c","n","b","t","fUIb6K33XF","s","s","p","w","p","w","o","e","w","v","d","p"
"k","s","w","f","n","f","w","b","w","e","","s","k","w","w","p","w","t","p","w","n","g","e"
"s9mTfYfrSX","y","n","MQ3Sr9Q5um","s","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","p","p"
"ZdBwl1Znie","s","e","f","s","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"k","s","e","f","y","f","c","n","b","t","","k","k","1uCbrOsC4d","w","p","w","o","e","w","v","p","p"
"f","y","e","f","f","f","c","n","b","t","","s","k","p","p","p","w","o","JzwLBwKnJN","w","v","l","p"
"f","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","n","o","p","y","v","l","e"
"f","y","n","f","y","f","3ExaYkgRiC","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"k","ZnwbOQ1VgW","e","f","y","f","c","n","b","t","","s","s","p","w","a7v1vdyMCM","w","o","e","w","v","d","p"
"k","s","e","f","y","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"k","s","e","f","f","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","3gkj4OnFmM","p"
"b","s","n","f","n","a","c","b","o","e","","s","s","o","o","p","o","o","p","b","v","l","e"
"k","s","g","f","n","FoLBv2UNcB","w","b","p","e","","k","k","w","w","p","w","t","p","w","s","g","e"
"x","s","n","f","n","a","c","b","n","e","","s","5fY8btbok2","o","o","p","o","o","p","n","v","l","e"
"x","f","g","f","n","f","w","b","p","e","","kSUZUzEtp0","k","w","w","p","w","t","p","w","n","g","e"
"k","s","e","f","y","f","c","n","b","t","","s","s","VW3QR3Q0Be","p","p","w","o","e","w","v","d","p"
"f","y","e","f","f","f","Osn0aQtsX2","n","b","t","jC6ciucOSF","s","k","w","p","p","w","o","e","w","v","d","p"
"k","s","n","f","s","cXskxzwA73","c","n","b","YN1U4zz0qG","","k","k","p","w","p","w","o","e","w","v","d","p"
"k","s","n","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"b","s","w","f","n","f","w","b","p","e","","k","s","w","w","p","w","t","p","w","n","g","e"
"f","s","n","f","s","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","d","p"
"b","f","g","f","n","f","w","b","p","e","","GMbD81Jm8A","k","w","w","p","w","NO6GcfXWao","p","w","n","g","e"
"GTUQEI7X8X","s","n","f","f","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","d","p"
"x","y","e","f","f","SUBsZutJ7X","c","n","b","t","","s","k","w","w","p","QpGkUYbw4W","o","e","w","R6dsjcW2Js","l","p"
"f","y","c","f","m","f","c","b","w","e","7xldrUw6jz","k","y","c","c","p","w","n","n","w","c","d","p"
"IRuSjRXZTH","s","n","f","s","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","d","p"
"x","5511lyTUTC","e","f","s","f","c","n","b","t","","s","s","p","C0jalvYbDP","p","w","o","xYIpcyynjU","w","v","l","p"
"f","s","n","f","s","f","c","n","b","t","","k","k","w","w","p","w","o","ciTzybi14S","w","v","l","p"
"f","y","e","f","f","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","p","p"
"f","s","hRKeQ4gfk3","f","f","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","l","p"
"x","s","e","f","s","f","c","n","b","yHPOOLE5HK","","k","k","w","w","p","w","g4M9rorSCT","e","w","v","d","p"
"k","s","g","f","n","f","tzYvOeGpHm","CozhM7PyIa","w","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"x","s","aODsTXk1LE","f","y","f","c","u5GUEkmaJi","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"k","s","n","f","y","bKb14maOVY","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","l","p"
"k","y","e","f","s","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","fHIpT4Br6a","l","p"
"x","s","n","f","y","f","Mfyo7WK1bB","VlhLBV8qjd","b","T3bgmeKD0v","","k","k","w","p","p","w","o","zS4uFt5XV2","w","v","p","p"
"b","s","g","f","n","f","w","b","g","e","","s","k","w","w","p","w","ocfezMBijz","p","w","n","242BEDpplX","e"
"x","s","n","f","s","f","c","n","SjRuJy1XKf","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"f","s","e","f","s","f","c","n","b","t","","s","s","w","w","p","w","o","e","affVvdqILn","v","d","p"
"k","s","n","f","s","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","d","p"
"b","s","g","f","4BYEHKkucc","f","w","b","w","e","","ECXMcGdba6","s","w","w","p","w","t","p","w","s","g","e"
"x","s","n","f","y","f","c","n","b","t","","k","k","p","p","pahvy6fRzi","w","o","e","w","v","p","p"
"f","y","e","f","y","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","p","p"
"f","s","e","f","y","f","c","OC1caDXzHK","b","t","","s","k","p","w","p","w","o","e","w","v","d","p"
"f","y","n","f","0wp25v0ND1","f","c","b","y","e","c","k","y","c","c","p","w","n","n","w","c","d","p"
"b","f","g","f","n","f","w","b","g","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"f","s","e","f","f","f","c","n","b","t","","k","k","p","p","p","w","o","BFqc787PdK","w","v","p","p"
"k","s","n","f","f","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","l","p"
"k","s","g","Czq6MgqROU","n","f","w","b","p","e","","s","k","w","w","p","w","t","p","w","n","g","e"
"k","y","n","f","f","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"x","s","e","f","s","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","l","p"
"b","s","n","f","n","a","c","b","y","e","","s","s","o","o","p","o","o","p","E9KETlHCIk","c","l","e"
"k","y","n","f","f","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","l","p"
"f","y","n","f","s","f","c","n","b","t","U486U3eGgy","k","k","w","rtgRHlEAps","p","w","o","e","w","v","l","p"
"i42vnf1hH7","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","n","o","p","b","c","l","e"
"k","s","BinmkTcvLB","f","f","f","c","n","b","t","","k","V99olnl9lx","p","w","p","w","o","e","w","v","l","p"
"k","s","n","f","f","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","d","p"
"k","s","n","f","s","f","c","n","b","t","","k","s","p","p","3qvnsUQSxT","w","o","e","w","v","p","p"
"k","s","n","f","s","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"f","y","c","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","p","e"
"f","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","n","o","p","z4NLhtdMqd","c","l","e"
"b","s","w","f","n","f","w","b","g","e","","k","k","w","w","p","w","t","p","o2Ktf5qqqt","n","g","e"
"k","s","e","f","s","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","p","p"
"b","s","g","f","n","f","w","b","w","e","","s","s","w","aADu3Ms9OX","p","w","OweDZAmLsN","p","w","n","g","e"
"k","y","e","f","y","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","p","p"
"k","y","n","f","s","f","KfDDDHGSnx","n","b","t","Iewuhf8IYn","s","s","w","w","p","w","o","e","oA7vVf9fJz","v","d","p"
"x","s","n","f","n","a","c","b","o","e","","s","s","o","o","p","o","o","p","y","c","l","e"
"x","s","e","f","y","f","c","n","b","t","","k","s","w","w","p","w","o","e","w","v","p","p"
"x","s","n","f","f","f","c","2Ks0wgsXxS","b","t","","k","s","p","p","p","w","o","iMF31kJi9K","w","v","d","p"
"f","s","e","f","y","f","c","41O60HOfJt","b","t","","k","s","w","w","p","w","o","2CAELkl5oJ","w","v","l","p"
"f","y","e","f","s","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","p","p"
"x","y","e","f","s","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","p","p"
"k","s","e","f","f","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","56bPUwD1XW","d","p"
"k","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","d","e"
"f","s","e","f","f","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"k","s","n","f","s","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","p","p"
"f","y","n","f","y","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","AvvKevDRJe","p","p"
"f","s","e","f","f","f","c","n","ZXtFbnngM4","t","","k","s","p","p","p","m3v3wVzywy","o","e","w","v","d","p"
"k","f","g","a7j2q2NZoe","n","f","w","b","w","e","","s","s","VAl5nxaC3J","zKFHGfGRGX","p","w","t","p","w","n","g","e"
"k","s","n","f","f","f","c","n","b","t","","v3WeuyFeFf","R63GYyic4O","w","p","p","w","o","e","w","v","d","p"
"b","f","w","f","n","f","w","b","p","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"k","s","e","f","y","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","l","p"
"x","s","g","f","n","f","w","b","RKFKJzAFkU","e","","k","k","w","w","p","WJ1cXWVnPx","t","p","NY50N5tc8D","n","g","e"
"k","s","n","f","n","a","c","b","y","e","","s","s","o","o","p","o","o","p","y","c","l","e"
"k","s","e","FwcTpJGTi1","f","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","p","p"
"k","y","n","f","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"k","f","FwVBu4kaF9","f","n","f","w","b","QFWKM5VB8X","e","","k","k","SAel181mV3","JKx4HHvKpz","p","w","t","p","w","n","g","e"
"x","s","n","f","y","f","8JJf0HgnqW","n","b","t","","s","s","p","p","p","w","o","e","w","v","l","p"
"k","y","n","f","s","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"x","f","w","f","n","4hL7y1PpbM","w","b","g","e","","k","QOplY7SnBj","w","w","p","w","t","p","w","n","g","e"
"k","y","e","6Ri9pdMDQl","f","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"k","s","e","f","f","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","l","p"
"k","s","ZZxW1cmlPQ","f","f","f","eLT1LdNPOf","n","b","8jEjioIzGV","","k","qmbzGElrN3","p","w","p","w","o","e","w","v","l","p"
"k","y","e","f","s","uK0DKgqIFR","c","n","b","t","","k","s","w","w","p","w","t2jU3GOqq0","e","w","3bLfWmHA6u","p","p"
"k","y","n","f","s","f","c","n","QFkENNC9Mo","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"k","s","g","f","n","f","w","b","g","e","","k","k","w","w","p","w","t","p","w","n","EJvWyw2iiD","e"
"k","BmeOzFWf3X","n","f","f","f","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","p","p"
"k","s","e","f","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"x","s","g","f","n","f","w","b","w","e","","s","k","w","w","p","w","t","p","w","n","c703nA2Rfs","e"
"f","s","rrlFY79cqZ","f","n","a","c","b","y","e","","s","s","o","o","p","o","o","p","y","v","f5zddGYP3q","e"
"k","s","g","f","blxvWOEC0i","f","w","b","g","e","","k","s","w","zvXuY0VLB1","p","w","t","p","w","n","g","e"
"x","s","e","f","s","f","c","n","b","t","","k","s","w","p","p","w","o","e","w","v","p","p"
"k","s","n","f","f","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"k","s","n","f","s","f","c","n","b","t","odrkwuBLke","s","k","w","p","p","w","o","e","w","v","p","p"
"OteP5ythmY","s","g","f","n","f","w","b","p","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"k","y","e","f","jm59W4teAC","dAN6OJWLcP","c","n","b","t","","k","k","p","p","p","w","o","e","w","v","p","p"
"f","s","n","f","jaMuh8z03t","a","c","b","n","e","","s","s","o","o","p","o","o","p","y","v","l","e"
"k","Tn2gCrDcf4","w","f","n","m1MlLvlfBX","w","b","w","e","","k","k","w","w","p","w","t","p","w","n","g","e"
"f","y","e","f","m","f","c","b","y","e","c","k","y","c","c","p","w","n","n","qtzGsQqqOw","c","d","p"
"b","s","g","f","n","f","w","b","g","e","","k","k","w","w","p","w","t","p","w","s","g","e"
"f","yjCfA1FCBB","n","f","y","f","c","n","b","t","","s","Z98eiQqp3f","RiQqbvgqvy","w","p","w","o","e","w","v","p","p"
"b","s","n","f","n","a","c","b","o","e","","s","s","o","o","p","n","o","p","b","c","l","e"
"b","s","g","f","n","f","w","Tikj2qoAFH","w","e","","k","s","w","w","p","w","t","p","w","n","4zNBl6pPjt","e"
"k","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","o","o","p","y","c","l","e"
"b","s","g","f","n","f","w","b","0eImmPzvBh","e","","k","k","w","w","p","w","t","p","jZdDW9rQdK","n","g","e"
"k","s","n","f","f","f","c","n","b","t","xgFH8xzBDV","k","s","w","w","p","w","o","e","w","v","l","p"
"k","y","n","f","y","f","B0OYvByKwR","n","b","t","","s","k","p","w","p","w","o","e","w","v","p","p"
"KDxChYgCoE","s","n","f","n","a","6IIl7nxnc4","b","n","e","","s","s","o","o","p","n","o","p","o","c","ZIyIpD1seL","e"
"k","s","e","f","IMA7URZ6gc","f","c","n","b","t","ppo5GnX3h1","k","k","p","p","p","w","o","e","w","v","p","p"
"f","s","e","f","y","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","EZ2gmDM3f4","p"
"k","s","X7XKqeao0P","f","y","f","c","n","b","t","","s","k","lt1V2hsirD","8vScFlfwx6","p","w","o","e","w","v","l","p"
"k","s","n","f","s","f","c","n","b","t","","s","k","w","p","p","w","o","e","w","v","l","p"
"b","s","n","f","n","a","c","b","y","e","","s","s","o","o","p","o","o","p","y","v","l","e"
"k","f","g","f","bHw5M5TiG6","f","w","b","w","e","","k","15YNLyKLCF","w","w","p","w","t","p","w","s","RnkUQXyire","e"
"b","s","n","f","n","a","c","TYi2yUhLzU","o","e","","dyCX2cw6L9","s","o","o","p","o","o","p","vHEtgph4L8","c","l","e"
"k","s","n","f","s","f","c","n","b","wvChmjWfNw","","k","s","p","w","p","w","9ezq7zG0Nz","e","w","v","l","p"
"k","y","e","f","s","f","c","n","b","t","","s","k","Z3xLWJFa0r","p","p","w","o","e","w","ggPF9L4AS8","l","p"
"k","y","e","f","y","f","c","n","b","t","","k","s","p","p","p","w","o","e","w","v","p","p"
"k","s","n","f","y","f","c","n","b","t","","s","s","p","p","p","w","o","e","w","v","l","p"
"f","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","o","o","p","n","c","l","e"
"k","s","e","f","y","f","c","n","b","t","","s","s","w","w","p","w","o","e","w","v","d","p"
"x","s","n","f","n","a","c","b","o","e","","s","s","o","o","p","o","o","p","o","v","l","e"
"k","s","n","f","y","f","c","NwuYB7Q7Rd","b","t","","k","k","w","p","p","w","o","e","w","v","d","p"
"k","s","w","f","n","f","w","b","p","e","","s","s","w","w","p","w","t","p","w","s","g","e"
"k","y","e","f","f","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","d","p"
"k","y","n","f","f","f","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","d","p"
"k","f","g","f","yGLQuaN4FQ","f","w","b","g","e","","s","s","w","w","p","w","t","p","w","s","g","e"
"f","s","n","f","y","f","c","n","b","t","","k","s","p","w","p","w","o","e","w","v","p","p"
"x","s","g","f","n","f","w","b","w","e","","s","s","w","w","p","w","t","p","w","n","g","e"
"k","y","n","f","f","FcK0nHK9il","c","n","b","t","","s","k","p","w","p","w","o","e","w","tELSv9wHkG","p","p"
"f","s","e","f","f","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","d","p"
"L5UlpAa4rr","f","w","f","n","f","w","b","p","e","","k","k","w","w","afb0grp52z","w","t","p","w","n","g","e"
"k","y","n","e81AH21vMK","s","f","c","n","b","t","","k","s","w","U2bUySNzwR","p","w","o","e","3kpBK8kiMi","v","l","p"
"f","y","n","f","m","a","Tg7hrjjLod","b","afsfxu0QYP","e","c","k","y","c","c","p","w","n","n","w","c","d","p"
"b","f","g","f","n","f","w","b","w","e","","s","s","w","w","p","w","p4pXSfKy8g","p","w","n","g","e"
"k","y","e","f","y","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","p","p"
"x","y","e","f","s","f","c","n","b","t","","k","s","p","p","p","e7ziXTxfoE","o","e","w","v","d","p"
"k","s","e","f","y","f","1BL61oTrT4","n","bmCyToVxtQ","t","","k","k","w","p","p","w","o","e","w","v","l","p"
"k","f","g","f","n","f","w","b","g","e","","s","k","w","w","p","w","t","p","w","xlE1nQH88X","g","e"
"k","f","w","cZDV8TdCf2","n","f","w","b","p","e","","s","s","w","w","p","w","t","BKFcUWVDow","w","s","g","e"
"k","y","e","f","s","f","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"k","s","g","f","n","w9S8HKj9Zp","w","b","g","e","","s","s","w","w","W1TZzkcvTC","w","t","p","w","n","g","e"
"IyJbWCcz2T","s","n","f","f","f","c","n","b","t","","s","k","p","w","p","w","o","e","w","v","d","p"
"k","y","n","f","y","f","7OCUnnVKqy","n","b","t","","nREPBH7T5M","s","p","w","fKriC6W2rV","w","o","e","w","v","l","p"
"k","s","w","f","n","f","w","b","w","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"k","y","e","f","y","WOn3OyXvvg","c","n","b","t","","k","k","p","w","p","w","o","e","w","v","l","p"
"b","jF0IqKoBXI","w","f","n","f","w","b","w","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"k","s","n","f","y","f","c","n","b","t","","s","k","p","p","p","w","o","PuBsJX9i5n","w","v","d","p"
"x","s","w","f","n","f","w","b","w","e","","s","k","w","w","p","w","t","p","w","n","g","e"
"b","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","o","o","p","n","v","l","e"
"k","s","n","f","s","f","c","n","b","t","5uy5YyAH9q","k","s","w","p","p","w","o","pFDxYUtdX5","w","v","d","p"
"k","y","e","f","f","f","c","n","b","t","","s","k","p","w","ndW9Rxf6z2","w","o","e","w","v","p","p"
"x","f","w","f","n","f","w","b","w","2MZVyd27Xv","mWFicBHD1i","s","s","w","w","p","w","t","p","w","n","g","e"
"x","y","e","f","m","a","c","b","y","e","c","k","y","c","c","p","w","n","n","9oPMkE1DXn","c","AWayHlFXM7","p"
"k","s","e","f","y","f","CKZiZk7MXk","n","b","t","","k","k","p","w","p","w","o","e","jkGSrpxnPT","v","p","p"
"k","s","n","f","f","kCWYmk0P7p","o7wEfoJMkP","n","b","t","","k","k","w","w","9D7zkr9fDE","w","o","e","w","v","l","p"
"k","y","n","f","y","f","c","n","HApFElfamH","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"k","s","e","PwAwy6VZ8t","f","f","jkWXoLvIZx","n","b","t","","s","k","w","w","p","w","o","e","w","v","d","p"
"k","s","n","f","n","a","c","b","o","e","","s","s","o","o","p","n","o","p","b","c","l","e"
"k","y","n","9Jbbo2OEwh","f","f","c","n","b","t","","k","s","p","w","p","w","7ZafJ7t686","e","w","v","l","p"
"f","y","n","f","n","f","c","b","w","e","b","y","y","n","n","p","w","t","p","w","y","d","e"
"k","s","g","f","n","fkVEVijxHD","w","b","w","e","","s","s","w","w","p","w","t","p","w","n","g","e"
"f","y","e","f","y","f","c","n","b","t","","k","k","w","p","p","w","o","e","w","v","l","p"
"k","y","y","f","n","f","w","n","y","e","c","y","y","y","y","p","y","o","e","w","c","l","p"
"k","y","e","f","y","f","c","n","b","t","","s","s","p","w","p","w","o","e","w","v","p","p"
"k","s","e","f","s","EPCOjW45k3","c","n","b","t","","k","k","p","p","p","sCoIEJSdVe","o","e","w","v","l","p"
"k","y","e","ZXSVniLfTo","s","f","c","n","b","t","","s","k","p","p","p","w","o","e","w","v","l","p"
"b","Jy9gBOenlK","n","f","n","a","c","b","o","e","","s","s","o","o","p","n","o","p","n","c","l","e"
"x","s","g","t","n","f","c","b","w","e","b","s","s","w","w","p","w","t","ehLphltpHq","w","y","p","e"
"5HBiXHiZHy","dNC5hs5QPQ","g","f","n","f","w","b","p","e","","k","s","w","w","p","w","t","p","w","n","g","e"
"f","y","e","f","s","f","c","n","b","t","","s","k","5EFEuqrKzY","w","p","w","o","e","0YgvsHbiTh","v","p","p"
"k","RAWGZsOQDV","e","f","s","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","p","p"
"k","y","e","aQb7IBFmCS","s","f","D5Y1BA9bLh","n","b","t","","s","s","w","w","p","w","o","e","w","v","l","p"
"b","f","w","f","n","f","w","b","w","e","","k","k","w","w","glT4xiGYGg","w","t","p","w","n","g","e"
"f","s","n","f","n","a","c","b","n","e","","s","s","o","o","p","o","o","p","o","c","6LWnF825HC","e"
"k","s","n","f","y","rfsPCIWhHC","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","p","p"
"k","s","e","f","f","f","BCA0vAa01W","n","b","t","","s","s","p","w","p","w","o","e","w","v","d","p"
"x","f","w","f","n","f","w","b","g","e","","k","s","w","w","p","w","t","p","w","s","g","e"
"k","y","e","f","y","rLlz5YSGS4","c","n","b","t","","s","k","w","w","p","w","o","e","w","v","l","p"
"x","f","w","f","n","f","w","b","g","e","","s","s","w","w","p","w","t","p","w","s","g","e"
"k","y","5ap3YPxHlI","f","y","f","c","n","b","t","","s","s","w","p","p","w","o","e","w","v","l","p"
"k","y","n","f","s","f","c","n","b","t","","s","k","w","w","p","wicZO1KO0i","o","e","w","v","p","p"
"x","s","g","2Sh8F1qEok","n","f","w","b","p","e","","k","s","w","w","p","w","t","p","w","n","g","e"
"x","s","w","f","n","f","w","b","g","e","","s","k","w","w","p","w","t","p","w","OVoI2Cb6EN","g","e"
"k","y","n","f","f","f","c","n","b","t","","k","k","w","w","p","w","o","e","w","v","d","p"
"k","s","n","f","f","f","c","n","b","VDeeEetNyq","","k","s","w","p","p","w","o","NIgOv5rWwG","w","v","3mkYtSzw7S","p"
"k","s","e","f","s","f","pGHKpiFok6","n","pUgEf2U2sr","t","","k","s","p","w","p","w","o","e","w","v","d","p"
"b","f","w","f","n","f","w","b","p","e","","k","k","w","w","p","w","t","p","w","n","g","e"
