"Name","Short description","Gender","Country","Occupation","Birth year","Death year","Manner of death","target"
"","","","","","",2004.0,"",74.0
"","","","","","","","",72.0
"","","","United States of America","","","","",72.0
"","","","","","","","",53.0
"","","","","","","","",80.0
"","","","","","","","",68.0
"","","","","",1833.0,"","",63.0
"","","","","","","","",78.0
"","","","","","","","",87.0
"","","","","","","","",56.0
"","","","","Artist","","","",52.0
"","","","","","","","",42.0
"","","","","","","","",46.0
"","","","","","","","",71.0
"","","","","","","","",36.0
"","","","","","","","",87.0
"","","","","","","","",40.0
"","","","","","","","",77.0
"","","Male","Japan","","","","",82.0
"","","","","","","","",57.0
"","","","","","","","",74.0
"","","","","","",1936.0,"",81.0
"","","","","","","","",56.0
"","","","","","","","",94.0
"","","","","","","","",77.0
"","","","","","","","",67.0
"","","","","","","","",35.0
"","German painter and illustrator (1857-1915)","","","","","","",58.0
"","","","","","","","",82.0
"","","","","",1947.0,"","",65.0
"","","","","","","","",64.0
"","","","","","","","",71.0
"","","","","","","","",59.0
"","","","","","","","",80.0
"","","","","","","","",58.0
"","","","","","","","",43.0
"","","","","","","","",94.0
"Doc Pomus","","","","","","","",66.0
"","Japanese samurai","","","","","","",57.0
"","","","","","","","",90.0
"","","Male","","","","","",80.0
"","","Male","","","","","",67.0
"","","","","","","","",74.0
"","","","","","","","",79.0
"","","","","","","","",94.0
"","","","","","","","",77.0
"","","","","","","","",70.0
"","","","","","","","",55.0
"","","Male","People's Republic of China","","",2000.0,"",81.0
"","","","","","","","",40.0
"","","","","","","","",59.0
"","","","","","","","",45.0
"","","","","","","","",79.0
"","","","","","","","",65.0
"","","","","","",1314.0,"",57.0
"","","","","","","","",63.0
"","","","","","","","",91.0
"","","","","","","","",65.0
"","","","","","","","",85.0
"","","","","","","","natural causes",41.0
"","","","","","","","",82.0
"","","","","","","","",40.0
"","","","","","","","",82.0
"","","","","","","","",66.0
"","","","","","","","",87.0
"","","","","","","","",60.0
"","","","","","","","",89.0
"","","Male","","","","","",74.0
"","","","","","","","",69.0
"","","","","","","","",75.0
"","","","","","","","",66.0
"","","","","","","","",50.0
"","","","","","","","",96.0
"","","","","","","","",52.0
"","","","","","","","",91.0
"","","","","",954.0,"","",28.0
"","","","","","","","",82.0
"","","","","","","","",62.0
"","","","","","","","",72.0
"","","","","","","","",80.0
"","","","","","","","",70.0
"","Turkish photographer","","","","","","",63.0
"","","","","","","","",59.0
"","","","","","","","",88.0
"","","","","","","","",90.0
"","","","","","",1933.0,"",65.0
"","","","","","","","",77.0
"","","","","","","","",70.0
"","","","","","","","",58.0
"","","","Brandenburg","","","","",56.0
"","","","","","","","",56.0
"","","","","","","","",83.0
"","","","","","","","",84.0
"","","","","","","","",64.0
"","","","","","","","",52.0
"Robert Thomas","","","","","","","",62.0
"","","","Japan","","","","",80.0
"","","","","",1370.0,"","",53.0
"","","","Sweden","","","","",54.0
"","","","","","","","",91.0
"","","","","","","","",70.0
"","","","United States of America","","","","",46.0
"","","","","",1807.0,"","",66.0
"","Novelist, screenwriter, literary critic, journalist, essayist","","","",1932.0,"","",71.0
"","","","Kingdom of the Netherlands","","","","",88.0
"","","Male","","","","","",89.0
"","","","","","","","",54.0
"","","","","","","","",81.0
"","","","","","","","",74.0
"","","","","","","","",65.0
"","","","France; Russian Empire","","","","",64.0
"","","","","","","","",61.0
"","","Male","","","","","",56.0
"","","","","","","","",88.0
"","","Male","","",1549.0,"","",43.0
"","","","","","","","",54.0
"","","","","","","","",53.0
"","Superior General of the Society of Jesus","","","",1563.0,"","",82.0
"","","","","","","","",80.0
"","","","","","","","",84.0
"","","","","","","","natural causes",33.0
"","","","","","","","",47.0
"","","","","","","","",88.0
"","","","","","","","",84.0
"","","","","",1820.0,"","",59.0
"Ignacio Visconti","","","","","","","",73.0
"","","","","","","","",49.0
"","","Male","","","","","",78.0
"Benito Lorenzi","","","","","","","",82.0
"","","","","","","","",24.0
"","","","","","",1999.0,"",62.0
"","","","","","","","",85.0
"","","","","","","","",68.0
"","","","","","","","",61.0
"","","","","","",1995.0,"",47.0
"","","","","","","","",76.0
"John Abell","","","","","","","",71.0
"","","Male","","","","","",65.0
"","","","","",1962.0,"","natural causes",50.0
"","","","","","","","",42.0
"","","","","","","","",82.0
"","Irish philanthropist","","","","",1886.0,"",67.0
"","","","","","","","",91.0
"Maurice Raynaud","","","France","","","","",47.0
"","","","","","","","",67.0
"","","","","Researcher","","","",98.0
"","","","","","","","",97.0
"","","","","","","","",87.0
"","","","","","","","",81.0
"","","","","","","","",72.0
"","","","","","","","",81.0
"","","","","",1878.0,"","",70.0
"","","","","","","","",82.0
"","","Male","","",1928.0,"","",84.0
"","","","","","","","",42.0
"Jaroslav Černý","","","","","","","",72.0
"","","Male","Czech Republic","","",2012.0,"",87.0
"","","","","","","","",55.0
"","","","","","","","",63.0
"","","","","","","","",86.0
"","","","","","","","",87.0
"","","","France","","","","",73.0
"","","","","","","","",35.0
"","","","Soviet Union","","","","",87.0
"","","","","","","","",70.0
"","Czech music educator and composer","","","","","","",59.0
"","","Male","","","","","",52.0
"","","","","","","","",87.0
"","","","","","","","",59.0
"","","","United States of America","",1890.0,1931.0,"",41.0
"","","","","","","","natural causes",58.0
"","","","","","","","",31.0
"","","","","","","","",81.0
"","","","","","","","",90.0
"","","","","","","","",64.0
"","","","","","","","",62.0
"Joe Besser","","","","","","","",81.0
"","","","","","","","",86.0
"","","","","","","","",84.0
"","","","","","","","",62.0
"","","","","","","","",47.0
"","","","","","","","",35.0
"","","","","",1930.0,"","",81.0
"","","","","","","","",82.0
"","","","","","","","",78.0
"","","","","","","","",63.0
"","American audio engineer","","","","","","",73.0
"","","","","","","","",68.0
"","","","","","","","",77.0
"","","Male","","","","","",73.0
"","","","","","","","",62.0
"","","Male","","","","","",39.0
"","","Male","","","","","",89.0
"","","","","","","","",71.0
"","","","","","","","",91.0
"","Prime minister of South Vietnam (1911-1979)","","","","","","",68.0
"","","","","","","","",83.0
"","","","","","","","",61.0
"","","","","","","","",64.0
"","","","","","","","",90.0
"","","","","","","","",85.0
"","","","","","","","",45.0
"","","","","Kaptein","","","",75.0
"","","","","",1910.0,"","",93.0
"","","","","","","","",87.0
"Raymond Wang Chong Lin","","Male","","","","","",89.0
"","","","","","","","",86.0
"","","","","","","","",84.0
"","","","","","",1127.0,"",61.0
"","","","","","","","",38.0
"Art Hodes","","Male","","","","","",89.0
"","","","","","","","",70.0
"","","","","","","","",79.0
"","","","","","","","",60.0
"","","","","","","","",78.0
"","","","","","","","",69.0
"","","","","","","","natural causes",77.0
"","","","","","","","",69.0
"","","","","","","","",61.0
"","","","","","","","",62.0
"","","","","","","","",71.0
"","","","","","","","",98.0
"","","","","","","","",27.0
"","","","","","","","",54.0
"","","","","","","","",65.0
"","","","","",1911.0,"","",82.0
"","","","","","","","",62.0
"","","","","","","","",62.0
"","","","","","","","",46.0
"","","","","","","","",57.0
"","","","","",1757.0,"","",51.0
"","","","","","","","",77.0
"","","","","","","","",59.0
"","","","","","","","",86.0
"","","","","","","","",86.0
"","","","","","","","",69.0
"","","","","","","","",77.0
"","","Male","Vietnam","","","","",73.0
"","","","","","","","",53.0
"Stafford L. Warren","","","","","","","",85.0
"","British occultist","","","","","","",64.0
"","","","","Politician","","","",49.0
"","","","","","","","",58.0
"","","","","Artist","","","",50.0
"","","","","Artist","","","",92.0
"","","","","","","","",43.0
"John Wimber","","","","","","","",63.0
"","","","","","","","",87.0
"","","","","","","","",85.0
"","","Male","","","","","",71.0
"","","","","","","","",76.0
"","","","","","","","",79.0
"","","","","","","","",76.0
"","","","","","","","",66.0
"","","","","","","","",81.0
"","","","","","","","",53.0
"","","","","","","","",74.0
"","","","","","","","",96.0
"","","Male","","","","","",65.0
"","","Male","","","","","",36.0
"","","","","","","","",91.0
"","","","","","","","",46.0
"","","","","","","","",59.0
"","Imperial Japanese Army general","","","","","","",54.0
"","","","","","","","",90.0
"","","","","","","","",84.0
"","","","","","","","",69.0
"","","","","","","","",71.0
"","","","","","","","",78.0
"","","","","","","","",67.0
"","","","","","","","",97.0
"","","","","Researcher","","","",50.0
"","","","","","","","",57.0
"","Czech violinist and composer","","","","","","",38.0
"","","","","","","","",82.0
"","","","","","","","",50.0
"","","","","","","","",74.0
"","","","","","","","",80.0
"","","","","","","","",76.0
"","","","","","","","",70.0
"","","","","Politician","","","",78.0
"","","","","","","","suicide",60.0
"","","Male","","","","","",94.0
"","","","","","","","",70.0
"","","","","","","","",75.0
"","","","","",1919.0,"","",86.0
"","","","","","","","",75.0
"","","","","","","","",80.0
"","","","Switzerland","","","","",71.0
"","","","","","","","",23.0
"","","Male","","","","","",87.0
"","","Male","","","","","",72.0
"","","","","","","","",73.0
"","","","","","","","",83.0
"","","","","","","","",85.0
"","","","","","","","",70.0
"Ye Yonglie","","","","","","","",80.0
"Sergey Starostin","","","","","","","",52.0
"","","","","","","","",68.0
"","","","","","","","",58.0
"","","","","","","","",92.0
"","","","","","","","",71.0
"","","","","","","","",42.0
"","","","","","","","",83.0
"","","","","","","","",62.0
"","","","","","","","",77.0
"","","","","","","","",77.0
"","","","","","","","",77.0
"","","","","","","","",88.0
"","","","","","","","",72.0
"","","","","","","","",48.0
"","","","","","","","",88.0
"","","","","","","","",74.0
"","French general (1765-1823)","","","","","","",58.0
"","","","","","","","",86.0
"","","","","","","","",51.0
"","American science fiction writer who created Buck Rogers","","","",1888.0,"","",52.0
"","","","","","","","",71.0
"","","","","","","","",69.0
"","","","","","","","",40.0
"","","","","","","","",93.0
"","","","","","","","",89.0
"","","","","","","","",82.0
"","","","","Artist","","","",90.0
"","German Jesuit priest","","","","","","",83.0
"","","","","","","","",54.0
"","","","","","","","",77.0
"","","","","","","","",64.0
"","","","","","","","",89.0
"","","","","","","","",72.0
"","","","Crown of Castile","","","","",20.0
"","","","","","","","",22.0
"","","","","","","","",50.0
"","","","","","","","",68.0
"","","","","","","","",75.0
"","","","Tsardom of Russia","","","","",57.0
"","","","","","","","",64.0
"","","","","","","","",66.0
"","","","","","","","",85.0
"","","","","","",1930.0,"",65.0
"","","","","Artist","","","",84.0
"","","","","","","","",67.0
"","","","","","","","",67.0
"","","","","","","","",91.0
"","","","","","","","",74.0
"","","","","","","","",61.0
"","","","","Politician","","","",90.0
"","","","","","","","",73.0
"","","","","","","","",58.0
"","","","","","","","",78.0
"","","","","","","","",73.0
"","","","","","","","",37.0
"","","","United States of America; France","","","","",82.0
"","","","","Politician","","","",56.0
"","","","","","","","",84.0
"","","","","","","","",76.0
"","","","","","","","",71.0
"","","","","","","","",35.0
"Marian Spychalski","","","","","","","",74.0
"","","","","","","","",57.0
"","","","","","","","",54.0
"","","","Germany","","","","",52.0
"","","","","","",1934.0,"",67.0
"","","","","","","","",67.0
"","","","","","","","",92.0
"","","","","Researcher","","","",66.0
"","","","","","","","",53.0
"","","","","","","","",50.0
"","","","","","","","",55.0
"","","","","","","","",55.0
"","","","","","","","",31.0
"","","","","","","","",67.0
"","","","","","","","",61.0
"","","","","","","","",31.0
"","","","","","","","",77.0
"","","","","","","","",87.0
"","","","","","","","",72.0
"","","","","",1688.0,"","",25.0
"László Egyed","","","","","","","",56.0
"","","","","","","","",63.0
"","","","United States of America","","","","",78.0
"","","","","","","","",77.0
"","","","","Researcher","","","",54.0
"","","","","","","","",73.0
"","","","","","","","",80.0
"","","","","","","","",89.0
"","","","","","","","",75.0
"","","","United States of America","Military personnel","","","",34.0
"","","","","","","","",79.0
"","","","","","","","",67.0
"","","","","","","","",78.0
"","","Male","United Kingdom of Great Britain and Ireland","","","","",53.0
"","","","","","","","",93.0
"","","","","","","","",70.0
"","","","","","","","",77.0
"John Russell Young","","","","Artist","",1899.0,"",59.0
"","","","","","","","",74.0
"","","","Poland; Russian Empire; Bohemia","",1824.0,"","",71.0
"","","","","Politician","","","",64.0
"","","","","","","","",73.0
"","","","","","","","",82.0
"","","","","","","","",82.0
"","Chinese general (1898-1954)","","","","",1954.0,"",56.0
"","","","","","","","",68.0
"","","","","","","","",48.0
"","","","","","","","",65.0
"","Swedish writer","","","","","","",61.0
"","","","","","","","",75.0
"","","","","",1066.0,"","",56.0
"","","","","","","","",58.0
"","","","","","","","",71.0
"","American politician, lawyer and judge (1845-1921)","","United States of America","Politician","","","",76.0
"","","","","","","","",71.0
"","","","","","","","",71.0
"Cecil Reddie","","","","","","","",74.0
"","","","","","","","",70.0
"","","","","","","","",30.0
"","","Male","","",1879.0,"","",83.0
"","","","","","","","",78.0
"","","","","","","","",73.0
"","","","","","","","",61.0
"","","","","","","","",69.0
"","","","","","","","",55.0
"","","","","","","","",84.0
"","","","","","","","",88.0
"","","","","","","","",87.0
"","","","","","","","",70.0
"","","","","","","","",66.0
"","","","","","","","",75.0
"","","","","","","","",61.0
"","","","","","","","",80.0
"","","","","","","","",88.0
"","","","","","","","",79.0
"","","","","","","","",69.0
"","","","","","","","",99.0
"","","","","","","","",53.0
"Bernard Ebbers","","","","","","","",79.0
"","","","","","","","",71.0
"","","Male","","","","","",85.0
"","","","","","","","",56.0
"Beppe Wolgers","","","","",1928.0,"","",58.0
"","first Presbyterian missionary to northern Taiwan","","","","","","",57.0
"","","","","","","","",92.0
"","","","","","","","",23.0
"","","","","","","","",72.0
"","","","","","","","",65.0
"","","","","","","","",75.0
"","","","","","","","",88.0
"Artemide Zatti","","","","","","","",71.0
"","","","","","","","",88.0
"","","","","","","","",60.0
"","","","","","","","",91.0
"","","","","","","","",83.0
"","","","","","","","",66.0
"","","","","","","","",86.0
"","","","","","","","",76.0
"","","","","",172.0,"","",79.0
"","","","","","","","",85.0
"","","","","Farmer; fighter",-250.0,"","",50.0
"","","","","","","","",38.0
"","","","","","","","",80.0
"","","","","","","","",86.0
"","","","","","","","",68.0
"","","","","","","","",45.0
"","","Male","","","","","",89.0
"","","","","","","","",73.0
"","","","","","","","",86.0
"","","","Hungary; Israel","","","","",94.0
"","","","","","","","",76.0
"","","","","","","","",48.0
"","","","","","","","",63.0
"","","","","","","","",66.0
"","","","","","","","",85.0
"","","","","","","","",73.0
"","","","","","","","",81.0
"","","Male","","","","","",65.0
"","","","","","","","",32.0
"Red Garland","","","","","","","",61.0
"","","","","","","","",29.0
"","","","","",1873.0,"","",66.0
"","","","","Politician","","","",60.0
"","","","","","","","",88.0
"","","","","","","","",82.0
"","","","","","","","",52.0
"","","","","","","","",74.0
"","","","","","","","homicide",54.0
"","","","","","","","",72.0
"","","","","","","","natural causes",49.0
"","Canadian politician (1891-1973)","","","","","","",82.0
"","","","","","","","",69.0
"","","","","","","","",80.0
"","","","","","","","",46.0
"","","","","","","","",58.0
"Jaime Sáenz","","","","","","","",65.0
"","","","","Artist","","","",76.0
"","French biologist, photographer and zoologist","","","","","","",75.0
"","","","","","","","",58.0
"","","Male","","","","","",48.0
"","","","","","","","",58.0
"","","","","","","","",71.0
"","","","","","","","",70.0
"","","","","","","","",65.0
"","","","","","","","",87.0
"","","","","","","","",44.0
"","","","","","","","",68.0
"","","","","","","","",78.0
"","","","","","","","",68.0
"","","","","","","","",54.0
"","","","","",1270.0,"","",77.0
"","","","","","","","",26.0
"","","","","","","","",76.0
"","","","","","","","",13.0
"","","","","","","","",49.0
"","","","","","","","",41.0
"","","","","","","","",85.0
"","","","","","","","",62.0
"","","","","","","","",65.0
"","","","","Researcher","","","",85.0
"","","","","","","","",40.0
"","","","","","","","",79.0
"","","","Tang Empire","","","","",70.0
"","","","","","","","",74.0
"","","","","",1874.0,"","",42.0
"","","","","","","","",49.0
"","","","","","","","",62.0
"","","","","","","","",90.0
"","","","","","","","",52.0
"","","","","","","","",59.0
"","","","","","","","",62.0
"","","","","","","","",63.0
"","","","","","","","",51.0
"","","","","","","","",37.0
"","","","","","","","",51.0
"","","","United States of America","","","","",57.0
"","","","","","","","",47.0
"","","","Germany","","","","",74.0
"","","","","","","","",33.0
"","","","","","","","",78.0
"","","","","","","","",82.0
"","","","","","","","",56.0
"","","","","","","","",63.0
"","","Male","","","","","",28.0
"","","","","","","","",60.0
"","","Male","","",1890.0,"","",80.0
"","","","","","","","",84.0
"","","","","","","","",48.0
"","","","","","","","",83.0
"","","","","","",1994.0,"",86.0
"","","","","",1883.0,"","",71.0
"","American cinematographer","","","","","","",77.0
"Feodor Gladkov","","Male","","",1883.0,"","",75.0
"","","","","","","","",62.0
"","Italian Roman Catholic cardinal","","","","","","",46.0
"Václav Nelhýbel","","","","","","","",77.0
"","","","","","","","",94.0
"","","","","","","","",53.0
"","","","","","","","",74.0
"","","","","","","","",76.0
"","","","","","","","",90.0
"","","Male","","","","","",50.0
"","","","","","","","",82.0
"","","","","","","","",39.0
"","","","","","","","",63.0
"","","","","","","","",83.0
"","","","","","","","",50.0
"","","","","Researcher","","","",69.0
"","","","","","","","",61.0
"","","","","Athlete","","","",63.0
"","","","","","","","",88.0
"","","","","","","","",79.0
"","","","","","","","",83.0
"","","","","","","","",72.0
"","Russian mathematician (1900-1980)","","","","","","",80.0
"","","","","","","","",88.0
"","German mathematician","","","","","","",80.0
"","","","","","","","",82.0
"","","","","","","","",78.0
"","","","","Researcher","","","",73.0
"","","","","","","","",61.0
"","","","","","","","",29.0
"","","","","","","","",87.0
"","Norwegian politician (1876-1939)","","","","","","",63.0
"","","","","",1893.0,"","",86.0
"","","","","","","","",78.0
"","","","","","","","",94.0
"","","","","Politician","","","",68.0
"","","","","","","","",83.0
"","","","","","","","",83.0
"","","","","Politician","","","",59.0
"","","","","","","","",82.0
"","","","","Artist","","","",92.0
"","","","","","","","",82.0
"","","","","","","","",85.0
"","","","","","",1941.0,"",56.0
"","","","","","","","",78.0
"","","","","","","","",69.0
"","French engraver (1640-1703)","","","","","","",63.0
"","","","","","","","",47.0
"","","","","Artist","","","",54.0
"","English composer","","","","","","",37.0
"","","","","","","","",25.0
"","","","","","","","",80.0
"","Roman Catholic bishop","","","","","","",70.0
"","","","","","","","",61.0
"","","","","","","","",69.0
"","","","","","","","",82.0
"","","","","","","","",82.0
"","","Male","","","",1594.0,"",36.0
"","","","","","","","",63.0
"","French legal expert","","","","","","",68.0
"","","","","","","","",65.0
"","","","","","","","",26.0
"","","","","","","","",67.0
"","","","","","","","",56.0
"","","","","","","","",52.0
"","","","","","","","",92.0
"","","","","","","","",76.0
"","","","","","","","",95.0
"","","","","","","","",76.0
"","","","","","","","",89.0
"Guy Green","","","","","","","",92.0
"","","Male","","","","","",41.0
"","","","","","","","natural causes",42.0
"","","","","","","","",81.0
"","","","","Artist","","","",66.0
"","","","","","","","",72.0
"","","","","","",1997.0,"",31.0
"","","","","","","","",71.0
"","","","","","","","",70.0
"","","","","","","","",64.0
"","","","","","","","",50.0
"","","","","","","","",79.0
"","","","","","","","",75.0
"","","","","","","","",76.0
"","","","","","","","",46.0
"","","","","","","","",64.0
"","","","","","",1552.0,"",34.0
"","","","","","","","",61.0
"","","","","","","","",88.0
"","","","","Teacher","","","",82.0
"","","","","","","","",53.0
"","","","","","","","",74.0
"","","","","","","","",64.0
"","","","","","","","",34.0
"","","","","","","","",77.0
"","","","","","","","",74.0
"","","","Poland","","","","",58.0
"","","","","Artist",1958.0,"","",53.0
"William R. Day","American diplomat and Associate Justice of the U.S. Supreme Court (1849-1923)","","","","","","",74.0
"","","","","","","","",83.0
"","","","","","","","",92.0
"","","","","","","","",68.0
"","","","","","","","",44.0
"","","","","","","","",67.0
"","Russian poet","","","","","","",54.0
"","","","","","","","",39.0
"","","","","","","","",53.0
"","","","","","","","",81.0
"","","","","","","","",62.0
"","British businessman","","","","","","",50.0
"","","","","",1836.0,"","",60.0
"","","","","","","","",58.0
"","","","","","","","",61.0
"","","","","","","","",36.0
"","","","","","","","",72.0
"","","","","",1566.0,"","",84.0
"","","","","","","","",52.0
"","","","","","","","",57.0
"","","","","","","","",39.0
"Roger Manvell","","Male","","","","","",78.0
"","","","","","","","",27.0
"","","","","","","","",76.0
"","","","","","","","",76.0
"","","","","","","","",81.0
"","","","","","","","",21.0
"","","","","","","","",72.0
"","","","","","","","",50.0
"","","","","","","","",78.0
"","","","","","","","",67.0
"","","","","","","","",28.0
"Louis Wolowski","","","","","","","",66.0
"","","","","","","","",60.0
"","","","","Politician","","","",69.0
"","","","","","","","",56.0
"","","","","","","","capital punishment",59.0
"","","","United States of America","","","","",81.0
"","","","","",1739.0,"","",85.0
"","","","","","","","",69.0
"","","","Soviet Union; Russian Empire","","","","",58.0
"","Estonian Explorer (1791-1841)","","","","","","",50.0
"","","","","","","","",85.0
"","","Male","","","","","",50.0
"Costanzo Preve","","","","","","","",70.0
"","","","","","","","",73.0
"","","","","","","","",89.0
"","","","","","","","",59.0
"","","","","","","","",68.0
"","","","","","","","",37.0
"","","","","","","","",79.0
"Isidor Philipp","","","","","","","",95.0
"","","","","","","","",72.0
"","","","","","","","",66.0
"","","","","","","","",33.0
"","Chinese collaborator (1883-1947)","","","","","","",64.0
"","","","","","","","",77.0
"","","","","","",1957.0,"",66.0
"","","","","","","","",65.0
"","","","","","","","",47.0
"","","","","","","","",68.0
"","","","","","","","",70.0
"","","","","","","","",65.0
"","","","","","","","",41.0
"","","","","","","","",75.0
"","","","","","","","",88.0
"","","","","","","","",75.0
"","","","Czech Republic","","","","",82.0
"","","","","","","","",71.0
"","","","","","","","suicide",70.0
"","","","","","","","",58.0
"","","","","","","","",86.0
"","","","","","","","",25.0
"","","","","","","","",15.0
"","","","","","","","",71.0
"","","","","","",2009.0,"",89.0
"","","","","","","","",45.0
"","","","Spain","","","","",95.0
"","","","","","","","",67.0
"","","","","","","","",65.0
"","","","","Researcher","","","",80.0
"","","","","","","","",49.0
"Odo IV, Duke of Burgundy","","","","","","","",55.0
"","French painter (1842-1923)","","","","","","",81.0
"","","","","","","","",51.0
"","","","","Artist","","","",66.0
"Marty Barry","","","","","","","",64.0
"","","","","","","","",68.0
"","","","","","","","",83.0
"","","","","","","","",76.0
"","","","","","","","",90.0
"","","","","",1721.0,"","",59.0
"","","","","","","","",71.0
"","English priest and theologian","","","","","","",69.0
"Richard H. Kline","","","United States of America","Cinematographer",1926.0,2018.0,"",92.0
"","","","","","","","",84.0
"","","","","","","","",68.0
"","","","","","","","",74.0
"","","","","","","","",67.0
"","","","","","","","",74.0
"","","","","","","","",85.0
"","","","","","","","",53.0
"","","","","","","","",71.0
"","","","","","","","",26.0
"","","","","","","","",76.0
"","","","","","","","",91.0
"","","","","","","","",84.0
"","American lawyer, politician and diplomat (1828-1898)","","United States of America","","","","",70.0
"","","","Netherlands","",1647.0,"","",79.0
"","","","","","","","",82.0
"","","","","","","","",64.0
"","","","","","","","",89.0
"","","","","","","","",80.0
"","","","","","","","",65.0
"","","","","","","","",69.0
"","","","","","","","",63.0
"","","","","","","","",71.0
"","","","United States of America","","","","",78.0
"","","","","","","","",80.0
"","","","","","","","",57.0
"","","","","","","","",80.0
"","","","Tang Empire","","",635.0,"",76.0
"","","","United States of America","","","","",77.0
"","","","","","","","",61.0
"","","","","","","","",67.0
"","","","","","","","",83.0
"","","","","","","","",61.0
"","","","","","","","",57.0
"","","","","","","","",64.0
"","","","","","","","",44.0
"","","","","",1923.0,"","",39.0
"","Chinese warlord and general","","","","","","",91.0
"","","","","","","","",84.0
"","","","","","","","",39.0
"","","","","","","","",68.0
"","","","","","","","",52.0
"","","","","","","","",87.0
"","","Male","","","","","",67.0
"","","","","","","","",66.0
"","","","","","","","",58.0
"","","","","","","","",84.0
"","American artist (1913-2007)","","","","","","",94.0
"","","","","","","","",88.0
"","","","","","","","",54.0
"","","","","","","","",95.0
"","","","","","",1961.0,"",56.0
"","","","","","","","",93.0
"","","","","","","","",51.0
"Jan Styka","","","","",1858.0,"","",67.0
"","","","","","","","",95.0
"","","","","Military personnel",1809.0,"","",61.0
"","","","","","","","",73.0
"","","Male","","","","","",47.0
"","Duke of Schleswig-Holstein-Sonderburg","","","","","","",77.0
"","","","","Politician","","","",64.0
"","","","","","","","",53.0
"","","","","","","","",74.0
"","","","","","","","",49.0
"","","","France","","","","",61.0
"","","","","","","","",76.0
"","","Male","","","","","",65.0
"","","","","","","","",89.0
"","","","","","","","",69.0
"","","","","","","","",90.0
"","","","","","","","",48.0
"","","","","","","","",72.0
"","","","","","","","",58.0
"","","","","","","","",71.0
"","","","","","","","",60.0
"","","","","","","","",22.0
"","","","","","","","",57.0
"","","","","","","","",66.0
"","","","","","","","",58.0
"","","","","","","","",26.0
"","","","","","","","",83.0
"","","","","","","","",73.0
"","","","","","","","",87.0
"","Prime Minister of Greece - second son of Eleftherios Venizelos","","","","","","",70.0
"","","","","","",1939.0,"",57.0
"","","","","","","","",71.0
"","","","","","","","",45.0
"","","Male","","","","","",77.0
"","","","","","","","",60.0
"","","","","","","","",84.0
"","","","","",1886.0,"","",76.0
"","","","","","","","",63.0
"","","","","",1896.0,"","",60.0
"","","","","","","","",66.0
"","","","","","","","",37.0
"","","","","","","","",69.0
"","","","","","","","",84.0
"","","","","","","","",23.0
"","","","","","","","",79.0
"","","","","","","","",16.0
"","","","","","","","",89.0
"","","","","","","","",81.0
"","","","","","","","",60.0
"","","","","","","","",63.0
"","","","","","","","",75.0
"","","","","","","","",70.0
"","","","","","","","",70.0
"Wang Yaowu","","","","","","","",64.0
"","British botanist (1906-1980)","","","","","","",74.0
"","","","","",1921.0,"","",45.0
"","","","","","","","",81.0
"","","","","","","","",61.0
"","","","","","","","",76.0
"","","","","","","","",82.0
"","","","","","","","",70.0
"","","","","","","","",72.0
"","","","","","","","",84.0
"Frank Stokes","","","","","","","",67.0
"","","","","","","","",61.0
"","","","","","","","",76.0
"","","","","","","","",80.0
"","","","","",914.0,"","",20.0
"","","","Germany","Artist","","","",86.0
"","","","","","",2017.0,"",95.0
"","","","","","","","",71.0
"","","Male","United States of America","","","","",80.0
"","","","Germany","",1880.0,"","",73.0
"","","","","","","","",55.0
"","","","","","","","",81.0
"","Russian astronomer","","","","","","",89.0
"","","","","","",991.0,"",66.0
"","","","","","","","",98.0
"","","","","","","","",82.0
"","","","United Kingdom; United Kingdom of Great Britain and Ireland","","","","",82.0
"","","","","","","","",88.0
"Othon Friesz","","","","","","","",70.0
"","","Male","","","","","",67.0
"","","","","","","","",70.0
"","","","","","","","",55.0
"","","","","Artist","",1890.0,"",65.0
"","","","","","","","",66.0
"","","","","Artist","","","",97.0
"","","","","","","","",81.0
"","","","","","","","",66.0
"Arthur Bernard Modine","","","","","","","",96.0
"","","","","","","","",53.0
"","","","","","","","",98.0
"","","","","","","","",82.0
"","","","","","","","",65.0
"","","","","","","","",44.0
"","","","","","","","",57.0
"","","","","","","","",53.0
"","","","","","","","",80.0
"","","","Germany","","","","",84.0
"","","","","",1690.0,"","",84.0
"","","","","","","","",33.0
"","","","People's Republic of China; Republic of China (1912–1949)","","","","",74.0
"","","","","","","","",62.0
"Arthur Bahl","","","","","","","",73.0
"","","","","","","","",85.0
"","Canadian artist (1923-2002)","","","","",2002.0,"",79.0
"","","","","","","","",60.0
"","","","","","",1951.0,"",57.0
"","","","","","","","",70.0
"","","","","","","","",65.0
"","","","","","","","",73.0
"","","","","","","","",84.0
"","","Male","","","","","",82.0
"","","","United States of America","","","","",89.0
"","","","","","","","",83.0
"","","","","","","","",70.0
"","","","","","","","",84.0
"","","","","","","","",77.0
"","","","","","","","",68.0
"","","","","",1926.0,"","",60.0
"","","","","","","","",67.0
"","German surgeon","","","","","","",69.0
"","","","","Artist","","","",51.0
"","","","","","","","",70.0
"","","","","","","","",77.0
"","","","France","Politician","",1841.0,"",85.0
"","","","","","","","",82.0
"","","","","","","","",85.0
"","French photographer","","","","","","",72.0
"","Australian gold prospector","","","","","","",31.0
"","","","","","","","",60.0
"","","","","","","","",71.0
"","","","","","","","",17.0
"","","","Libya","","","","",88.0
"","American inventor","","","","","","",90.0
