"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","X_64","X_65","X_66","X_67","X_68","X_69","X_70","X_71","X_72","X_73","X_74","X_75","X_76","X_77","X_78","X_79","X_80","X_81","X_82","X_83","X_84","X_85","X_86","X_87","X_88","X_89","X_90","X_91","X_92","X_93","X_94","X_95","X_96","X_97","X_98","X_99","X_100","X_101","X_102","X_103","X_104","X_105","X_106","X_107","X_108","X_109","X_110","X_111","X_112","X_113","X_114","X_115","X_116","X_117","X_118","X_119","X_120","X_121","X_122","X_123","X_124","X_125","X_126","X_127","target"
"","","","","","","","","",-0.16,"","","","","","","","","","","","",-4.3,"","","",1.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-12.88,"",0.77,-4.63,"","","","","","","","","","","","","","","","","","","","","","","","","",-1.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","",-7.94,"","","","","","",-0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-5.28,"","","","","","","","","","","","","","","","","","","","","","","",0.22,"","","","","","","","","",-0.16,"","","","","","","","","","","","","","","","","","","","","","","","","",0.77,10
"","","","","","","","","",-2.61,1.26,"","","","","","","","","","","","","","",-0.51,"","","","","","",-9.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","",-1.45,"","","","","","","","","","",1.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-5.09,"","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","",-1.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.98,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.69,"",14
"","","","","","","","","","","","","","","","","","","",2.17,"","","","","",1.02,"","","","","","","","","","","","","","","","","","","","","","","","","",-1.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.43,"","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","",-0.39,"","","","","","","","","","","","","","",4.05,"","",14
"","","","","",-2.25,"","","","","","","","",-2.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","","","","","","","","",1.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.52,"","","","","","",0
"","","","","","",-1.72,"","","","","","","",-0.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.31,-5.16,"","","","","","","","","","","","",5
"","","","","","","","","","","",3.82,"","","","","","","","","","","","","","",1.75,"","","","","","","","","","","","","","","","","","",0.84,"","","","","","","","","","","","","","","","","","","","","","","",-3.14,"","","","","","","","","","","","","",0.19,"","","","","","","","","","","","",0.07,"","","","","","","","","","","","","","","","","",0.73,"","","","","","","","","","","","","",3
"","","","","","","","","","","","","","",0.84,"","","","","","",0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.97,"","","","","","","",25.79,"","","","","","","","","","","","","","","","","","","","","","",0.46,"","","","","",0.88,"","","","","","","","","","",-1.54,"","",1.17,"","","","","",15
"","","","","","",-0.41,"","","","","",0.1,"","","","",5.97,"","","",5.62,"","","","",7.09,"","","","","","","","","","","","","","","","",-3.71,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.1,"",-0.09,"","","","","","","","","","","","","","","","","","",4.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","",3.32,"","","",-0.18,"","","","",-6.76,"","","","","","","","","","","","","","","","","","","",-5.12,"",0.31,"","","","","","","","","","","","","","","","","","",-1.99,"","","","","","","","","","","","","","","","","","","","","","","","","","",2.12,"","","","","","","","",-5.4,"","","","","",-4.68,"","","","","","","","","","","",-0.78,11
"","","",-3.06,"","","","","","",-5.54,"","","","","","","","","","","","","","","","","","","","","",4.7,"","","","","","","","","","","","","","","","","","",-0.44,"","","","",0.14,"","","","","","","","",-0.05,"","","","","","","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","",-0.71,"","",0.84,"","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","",-1.27,"","","","","","","","","","","",-1.24,"","","","","","","","","",-0.98,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.2,"","","","",-6.42,"","","","","","","","","","","","","","","","",-0.14,"",-1.0,"","","","","","","","","","","","","","","","",4.35,"","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.29,"","",-2.05,"","","","","","","","","","","","","","","","",2.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6,"","","","","","","","","","",5
-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.99,"","","","","",-0.3,"","","","",-0.66,"","","","","",3.37,"","",1.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","",-6.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11,"","","","",-3.17,"","","","","","","",-0.24,"","","","",-0.83,"","","","","","","","","","","","","","",-2.91,"","","","","","","","","","","","","","","","","","","","","",0.7,"","","","","","","","","","","","","","","","","","","","","","","","",-0.44,8
"","","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","",1.08,"","","","","","","","",-1.23,"","","","","","",8.3,"","","","","","","","","","","","","","","","","","",-1.35,"","","","","","","","","","","",-0.69,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","",-0.57,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","","","","","","","","","","","","","","","","","","","",-0.87,"","","","","",6.24,"","","",-1.01,-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","",2.5,"","","","","","","","","","","","","","","","","","",0.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"",1.27,"","","","","","","","","","","","","","","",-6.86,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.35,"","","","","","","","","","",1.16,"","","","","","","","","",15
"","","",-0.29,"","","","",0.86,"","","","","",2.66,"","","","","",-0.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-7.2,"","","","","","","","","","","","","","","","",0.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","",-6.84,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.91,"","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","","",-0.48,"","","","","",-1.8,"","",1.79,"","","","","","",6.27,"","","","",-1.22,"","",0.31,"","","","","","","","","","","",-5.01,"","","","",1.94,"","","","","","","","","","","","","","","","","","","","","","",10
"","",-0.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.42,"","","","","","","","",0.88,"",6.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.92,"","","","","","","","","","",-0.09,"","","","","","","","","","",15
"",0.04,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.11,-3.75,"","","","","","",-0.2,"","","","","","",1.06,"","","","","","","","","","","","","","","","","","","","",-0.14,"","","","","","","","",4
"","","","","","","","","","","","","","","",-2.09,"","","","","","","","","","","","",1.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.19,1.31,"","","","","","","","","","","","",-0.95,"","","","","","","","","",-0.16,"","","","","","","","","","","","","",-3.33,"","","","","","","","","","","","","",-0.92,"","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","",1.06,"","","","","","","",-1.22,"","","","","","","","","","","","","","","","",-1.28,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.55,"","","","","","","","","","","","","","","",0.35,"","","","","","","","",1
"","","","","","","","","",-11.5,"","","","","","","","","","","","","","","","","",0.48,"","","","","",2.8,"","","","","","",3.66,"","","","","","","","","","","",-5.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.95,"","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","",-4.38,"","","","","","","","","","","","","","","","","","","","","","",-0.19,"",-0.0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.07,"","","","","","","","","","","","","","","",-0.78,"","","","",1.5,"","","","","","","","","","","","","","",0.6,"","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.69,"","","","","","",5.26,"","","","","","","",-5.84,"","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","",0.34,"","","","","","","","","","",0.68,"","","","","","","","","","","","","","","","","","","","","","","",-0.22,-1.38,"","","","","","","","","","","","","","","","","","",-5.87,"","","","","",5.21,"","","","","","","","","","","","","","","","","","","","","","","","",1.76,"","","","","","","","","",5.03,"","","","","","",13
"","","","","","","","","","","","","","","","","","","","","",-5.31,"","","","","",-1.73,"",-1.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.39,"","",-2.02,"","","","","","","","","","","","","","","",3.98,-36.98,"","","","","","","","","","","","","","",0.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.16,"","","",5
"","","","","","","","","","","","","","","",-0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.63,"","","","","","","","","","","","","","","",0.87,"","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.99,"","","","","","","","","","","","","","","","","","","","","","","","","","","",4.32,"","","","","","","","","","",-3.47,-3.91,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.87,"","","","","","","","","","","","","","","","","","","","","",2
0.62,"","","","","","","","","","","","","","","","","","","","","","","","",0.08,"","","","","","","","","","","","",-1.98,"",-2.32,-1.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.41,"","",-0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.68,0.87,"","","","","","","","",0
"","","","","","","",-4.24,"","","","","","","","","","","","","","","",1.29,"","","","","",1.17,"","","","","","","","","","","","","","","","","","","","","","","","",-0.91,"","","","",-0.15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","",0
"",0.43,"","","","","","","","","","","","","","","","","","","","","",-9.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6,-0.92,"","","","","","","","",13.5,"","","","","","","","","","","","","","","",1.58,"","","","","","","","","","","","","","","","",-0.14,"","","","","","",0.15,1
"","","","","","","","","","","","","","","","","","","","","",-3.75,"","","","","","","","","","","","",-1.71,"","","","","","","","","","",0.99,"","","",2.45,"","","","","","","","","",0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","",-0.1,"","","","","","","","","","","","","","","","","","","","","","",0.7,"","","","",1.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"","",-5.35,"","","","","",9
"","",-1.1,"","","","","","","","","","","","","","","","","","","",-6.01,"",-0.79,0.27,4.15,"","","","","","","","","","",-0.41,"",1.05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12
"",-4.15,"","","","","","","","","","",-0.31,"","","","","","","","","","","","","","","","","","","","","","","","",-1.54,"","","","","","","","","","","","",1.41,"","","","","","","","","","","","","","","","",-5.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3,"","","","","","","","","","","","",-7.32,"","","","","","","","",-3.17,"","","",2
"","","","","","","","","","","","","","","","","","","","","","","",-5.4,"","",-4.79,"","",0.47,"","","","","","","",1.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.76,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.82,"",0.74,"","","",1.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","",-0.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.35,"","","","",-0.53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.79,"",-0.51,"","","",-1.1,"","","","",12
-1.2,"","","","","","","","","","","","","","","","","","","","","","",0.11,"","","","","","","","","","","",-0.81,"","","","","",-0.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.67,"","","","","","","","","","","","","",1.12,"","","","","","","","","","","",-1.46,"","","","","","","",-1.51,"","","","","","","","","","","","",0.22,"","","","","","",-0.12,"",4
"",-3.47,"","","","","","","","","","","","","","","","","",0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.89,"","","","","","","","","","","","",-2.84,"","","","","","","","",0.81,"",-5.86,"","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","",10
"","","","","","","","","","","","","","","","","",-2.71,"","",0.08,"","","","","","","","","","","","",-5.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.73,"","","","","","","","","","","","","","","","","","","","","",0.47,"","",-1.21,"","","","","","","","","","","","","","","","","","","",-0.35,"","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.85,"","","","","","","","",1.94,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.98,"","","","","","","","","","","","",-0.99,"","","","","","","","",3.96,"","","","","",4
"","","","","","","","","","","","","","","","","","",3.69,"","","","","","","","",0.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.82,-2.53,"","","","","","","","","","","","","","","","","","","","",-1.57,"","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.9,"","","",0.46,"","","","","","","","","","","","",-9.51,"","","","","","","",1.1,"","","","","",-3.63,"","","","","","","","","","","","","","","","","","",0.28,"","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.9,"","","",-0.4,"","","","","","","","","","","","",0.31,-6.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.86,"","","","","","",0.18,"","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","",-1.36,"","","","","","","","","","","","","","","","","","",-1.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.21,"","","","","","","","","","","","","","","","","","",-1.3,"","","","","","","","","","","","","","",-2.22,"","","","","","",1.04,"","","","","","","","","",9
"","",0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.94,"","","","","","","","","","","","","","","","","","","","","","","","","",-6.44,"",0.07,"","","","","","",-0.96,"","","","","",-1.43,"","","","","","","","","","","",0.97,"","","","","","","","","","","","","","","","","","","","","","","","","","",5.16,"","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.02,"","",0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.05,3.04,"","","","","","",1.48,"","","","","","","","","","","","",-2.05,"","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.3,"","","","","","","","","","","","","","","","","","","","","","","","",-0.8,"","","","","","","","","",-58.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.86,"","","","","","","","","","","","",15
"",1.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.73,"","","","","","","","",-1.67,"","","",0.85,"","","","","","","","","","",3.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.07,"","","","","","","","",1
"","","","","","","","","","","","","","","","","",-3.68,"",5.6,"","","",5.99,"","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.31,"","","","","","","","","","","","","","",1.27,"","","","","","","",-0.45,"","","","","","","","","",0.51,"","","","",-2.29,"","","","","",0.63,15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.76,"","","","","",0.73,"","","","","","","","","","",0.31,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.6,"","",3
"","","","","","","","","","","","","","","","","","","","",-0.62,"","","","",-0.93,"","","","","","","","","","","","","","","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","","","",1.02,"","","","","","","","","","","","","","","",-0.31,"","","","","","","","","","","",-1.06,"","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.43,"","","","","","","","","","","","","","","","","","","",0.7,"","","","","","","","","","","","","","","","","","","",-11.8,"","","","","","","","","",-0.33,"","","","","","","","","","","","","","","","","","","","","","",-3.75,"","","","","","","","",-5.76,"","","","","","",2
"","","","","","","","","","","","","",1.27,"","","","","","","","","","","","","",-0.18,6.29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-5.72,"","","","","","","","","","","","","","","","","","","","",-1.53,"","","","","","","","","","","","","","","","","","","",-0.18,"","","","","","",0.15,"","","","","","","","","","","",2
"","","","","","","","","","","","","",-0.73,"","","","",9.23,"","","","",9.41,"","",0.28,"","","","","","","","","","","","","","","","","","","","","","",-0.98,-1.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.46,"","","","","","","","","","","",-0.26,"","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.43,"","","","","","","","","","","","","","","","","","","","","","","","","","",-6.95,"","","","","","","","","","","","","","","","","","","",-0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","",0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.31,"","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","",-0.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"",-7.46,"","","","","",4.22,"","","","","","","","","","",-3.56,"","","","","","","","","","","","","","","",1.99,"","","","","","","",2.11,"",0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","","","","","",0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.25,"","","","","","","","","","","","",-0.33,"","","","","",0.77,"","","","","","","","","","","",3
"","","","","","","","","","","","",-1.72,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.78,"","","",-4.86,"","",1.26,"","","","",1.98,"","","","","","","","","","","","","",0.97,"",7.15,"","","","","",-0.18,"","","","","",40.45,"","","","","","","","",-1.22,"","","","","","","",0.22,"","","","","","",-3.74,"","","","","",-1.12,"","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-12.04,"","","","","","","","","","","","","","","","","","","","","",1.89,"","","","","","","","","","","","","","","","",-0.42,"","","","",1.5,"","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","",-2.27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.55,"","","","","","","","","","","",1.31,"","",5.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.74,"","","","","","","","","","","",-0.91,"","","","","","","","","","","","","","","",0
"","","","","","","","","",3.35,"","","","","","","","","","","","","","","","",-3.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","",-18.84,"","",0.11,"","","","","","","","","","","","","","","",0.23,"","","","","","","","","","","","",0.12,"","","","","","","",-1.28,"","","","","","","","",10
"","","","","","","","","",7.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.53,"","","","","","","","","","",-0.21,"","","","","",3.77,"","","","","","","","","",-1.12,"","","","","","","","","","","","","","","","","","","",9.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","",1.12,"","",0.23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.81,"","",-1.6,"","","","","",-1.54,"","","","","","","","","","","","",-1.6,"","","","","","","","","","","","","","","","","",-5.91,"","",8
"","","","","","","","","","","","","","","","",1.0,"","",-2.59,"","","","",-3.82,"","","","",-0.49,"","","","","","","","","",-0.19,5.27,1.59,"","","","","","","","","","","","","",1.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.27,"","","","","","","","","","","","","","","","","","",0.45,"","","","","","","","","","","",-0.29,"",3
"","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.29,"",10.9,"","","",-5.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","","","","","","",-3.04,"","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","","","","","",1.92,"","","","","","","","","","","","","","","","","","","",-0.24,"","","","","","","","","",8.53,"","","",2.26,"","","",-1.01,"",-2.37,"","","","","","","","","",-15.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","","",-1.19,"","","",-4.97,"","","",-5.27,"","","","","","","","","","","","","","",0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.88,"","","","","","","","","","",-1.37,"","","","","","","","","","","",2.88,"","","","","","","","","","","",-0.37,"","","","","","","","","","","","","","","","","","","","",12
"","","","",4.91,"","","","","","","","","","","","","","","","","","","","","","","","","",-0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.71,"","","","","","","","","","","","","","","","","","",16.82,"","","","","","","","","","","","","","","","",-4.67,"","","","","","","","","","","","","","","","","","","","","","","",8
"",3.9,"","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.97,"","","","","","","","","","","","","","","","","","","","","","","","","","","",6.89,7.61,7.21,"","","","","","",0.69,"","","","","","","","","","","","","","","","","","","","","","",-1.65,"","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.12,"","","","","","","","","","","","","","","","",-8.89,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.19,"","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","",1.45,-1.39,"","","","","","","","","","","","","",-0.19,"","","","","","","","","","","",-1.14,"","","","","","",-1.95,"","","","","","","","","","","","","","","","","","","","",-0.36,"",-1.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.45,"","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","",2.53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-7.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.24,"","","","","","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","",-3.67,"","","","","","","","","","","","","",2.62,"","","","","","","","","","","","","","","","","",-2.26,"","","",-4.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
"","","","","","","","","","","","","",1.35,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.02,-1.1,"","","",-4.33,6.85,"","","","","","",14
"","","","","","","",-0.36,"","","","","","","","","","","","","",4.12,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","",1.43,"","",1.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.39,"","","","","","","","","","","","","","","",11
