"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.77,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-470.88
"","","","",1.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",496.96
"","","","","","","",0.11,"","","","","","","","","","","","",0.6,"","",0.65,"","",0.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",474.63
"","","","","","","","","","","","","","","","",1.92,"","","","","","","","",0.22,"","","","","","","","","","","","","","","","","",0.71,"","","","","","","","","","","","","","","","","","",-1.91,"",501.4
0.3,-0.91,"","","","","",-0.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-27.0
"","","","","","",-0.73,"","","","","","","","","","","","",1.98,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.03,"","","","","",623.39
"","","","","","",0.7,"",-0.9,"","","","",0.46,0.93,"","","","","","",-0.44,"","","","","",-0.64,"","","","","","","",0.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-26.73
"","","","","","","","","","",-1.76,"","","","","","","","","","","","","",0.5,"","","","","","","","","","","",-0.52,"","","","","","","","",1.23,"","","","","","","","","","","","","",1.28,"","","","",-279.79
"","","","","","",1.3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.15,"","","","","","","","","","","","","","","","","","","","","","","","","","",368.74
"","",-0.33,"","","","","","","","","","","",0.65,"","","","","","",-1.86,"","","","","","","","",0.37,"","","","","","","","","","","","",-0.54,"","","","","","",1.05,"","","","","","","","","","","","","",-454.15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.5,"","","","","","","","","","","","","","","","",-0.39,"","","","","","","","","","","","",-100.86
"","","","","","","","","",0.29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.12,"","","","","","","","","","","","","","",-681.66
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.54,"","",49.99
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.15,"","","","","","","","","","","","","","","","","","","","","","","","","","",1.49,"","","","","","",67.75
"","","","","","","","","","","",-0.11,"","","","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","","","",-1.52,"","","","","","",0.56,"",0.85,"","","","","","","","",-193.98
"","","","","","","","",-0.42,"","","","","","","","","","","",0.45,"","","","","","","","",0.04,"","","","","","","","","","","","","",0.19,"","","","","","","","","","","","","","","","","","","","",-63.74
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",292.99
"",0.04,"","","","","",-1.27,"",1.23,-1.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.84,"","","","","","","","","","","","",410.16
"","","","","","","","","","","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","",0.87,"","","","","","","","",-0.63,"","","",0.43,"","","","","","","","","","","","","","",-363.41
"","","","","","","",-1.15,"","","","",-0.57,"","","","","","","","","","","","","","","","","","","","","","","",0.07,"","","","","","","","","","","","","","","","","","","","",-0.99,"","","","","","",-238.04
"","","","","","","","","","","","","","","","",0.45,"",-0.52,"","","","","","","","",2.17,"","","","","","","","","","",1.34,"","",0.02,"","","","","","","","","","","","","","","","","","","","","",1.09,342.85
"","","","","","",0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.49,"","","","","","",0.73,"","","","","","","","","","","","","","","","","","","","",153.57
"","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","","","","","","","",2.2,"","","","","","","","","","","","",0.88,"","","","","","","","","","","","","","","","","","",-564.48
"","","","","","","","","",0.54,"","","","","","","","","","","","","","",-0.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",493.3
"","","",-1.29,"","","","","","","","","","","","","","","","","","","","","","","",-0.49,"",-1.62,"","","","","",0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",193.28
"","","","","","","","","","","","","","","","",0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",165.78
"","","","","","",1.59,"","","","","","","","","","","","","","","",-0.64,"","","","","","",1.33,"","","","","","","","",0.27,"","","","","","",-0.82,"","","","","","","","","","","","","","","","","","",-155.38
"","","","","","","","","","",-1.04,"","","","","","","","","","","","","","","","","","","","",0.27,"","","","","","","","","","",0.79,"","","","","","","","","","","","","","","","","","","","","",169.73
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.31,"","","","","","","","","","","","","","","",-0.2,"",-97.74
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.03,"","","","","","",0.03,"","","","","","","","","",-1.21,"",-0.38,"","","","","","","","","","","","",19.46
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06,0.36,"","",-0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",62.89
"","","",0.63,"","","","","","","","","","","","",-0.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.27,"","","","","",49.82
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-125.72
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.93,"","","","",-0.29,"","",0.47,"","","","","","","","","","","","","","","","","",538.58
"","","","","","","","","","","","","","",1.77,"","","","",0.1,"","","","","","","","","","","","","","","","","","","","","","","",-0.85,"","","","","","","","","",-0.77,"","","","","","","","","","",-39.63
"","","","","","",-1.2,"","","","","","","","","","","","","","","",0.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.15,"","","","",450.03
"","","","","","","","","","","","","","","","","","","","","",-0.56,"","","","",0.05,"","","","","","","","","","","","","","","","","","","",1.22,"","","","","","","","","",0.56,"","","","","","","",-37.9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.81,"","","","",-0.94,"","","","","","","","",0.49,"","","","","",649.82
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-54.93
"",-0.88,"","","","","","","",-0.16,"","","","","","","","","","","","","","","","",-0.4,"","","","","",0.11,"","","","","",-1.07,"","","","","","",-1.5,"","","","","","","","","","","","","","","","","","",-439.32
"","","","","","","","","","","","","","","","","","","","","","","",0.81,"","","","","","","","","","","","","","","","","","","",0.23,"","","","","","","","","","","","","","","","","","","","",109.65
"","","","","","","","","","","","","","","","","","","","",-1.08,"","","","","","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-423.83
"","","","","","","","","","","","","","","","","","","","","","","","","",0.68,"","","","","","","","","","","","","","","","","","","","","","",-1.37,"","","","","","","","","","","","","","","",28.2
"","","","","","","","",-0.65,"","",-1.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.58,"",0.14,"","","",1.64,"","",0.15,"","","",-0.69,"","","","","","",-0.95,"","","","",308.88
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","","","","","",-0.19,"","","","","","","","","","","","","","","",-382.66
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.74,"","","","","","","","","","","","","","","",1.73,"","","","","","","","","","","","","","","",-33.06
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.32,"","","","","","","","","","","","","","","","","",0.88,"","","","","","","",-0.52,"","","","","","","","",178.17
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.53,"","","","","","","","","","","","","","","","",-0.51,"","","","","","",0.02,"","","",126.57
"","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23,"","",-637.73
"","","","",-1.15,-0.97,"","","","","","","","",-0.59,"","","","","","","","","","",-0.28,"","","","","","","","","","",0.94,0.78,"","","","","","","","","","","","","","","",0.02,"","","","","","","","","","",-268.51
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.61,"","","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","",681.9
"","","","","","","","","","","",-1.68,"",0.31,"","","","","","","","","","","","","","","","","","","",0.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-36.7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.62,"","","","","",0.49,"","","","","","","","","","","","","","","","","","","","","",169.9
"","","","","","","","","","",-1.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.64,"","","","",0.18,"","","","",-112.71
"","","","","","","","","","","","","","","",-0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-263.36
"","","","","","","","",0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.64,"","","","",424.95
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.37,0.04,"","","","",-1.2,"","",-0.83,"","","","","",0.99,-2.76,"","","","","","",-24.56
"","","","","","","","","","",0.57,"",-0.11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.37,"","","","","","","","","","","","",0.02,358.71
"","","","","","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-181.3
-0.29,"","","","","","",0.24,0.71,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.33,"","","","","","","","","","","","","",-0.84,"","","","","","","","","","",13.23
"","","",0.81,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.97,"","",2.59,"","","","","","","","","",268.22
"","","","","","","","","","","","","","","","","",-2.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",42.47
"","","","","","","",-0.6,"","","","","","","","","","","","",-1.68,"","","",-0.18,"","","","","","",-1.66,"",0.72,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-218.28
"","","","","","","","","","","","","","","","","",0.23,"","","","","","","","","","","","","","","","","","","","","","",0.47,"","","","","","","","","","","","","","","",1.0,"","","","","","","",-494.07
"","","","","","","","","","","","","","","","","","",0.58,"","","","","","",-0.74,"","","","",0.28,"","","",-0.51,"","","","","","","","","",1.96,"","","","","","","","","","","","","","","","","","","",-155.34
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-21.62
"","","","","","","","","","","","","","","","","","","","","","","",0.17,"","","","","","","","","","","","","","","",0.8,"","","","","",0.49,"","",-0.79,"","","","",-0.04,"","","","","","","","","","",27.21
"","","","","","","","","","",-0.14,-0.87,"","",0.46,"",0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.33,"","","","","","","","","","","","","","",-321.82
"","","","","","","","","","","","","","","","","","","","",0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.59,-0.28,"",-17.79
0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.89,"","","","","",2.02,"",1.34,"","","","",3.62,"",537.18
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-82.98
"","","","","",0.28,"","","","","","","","","","","","","","","","","","","","","","","",-0.19,"","","","",-0.1,"","","","","","","","",-1.1,"","","","","","","","","","","","","","","","","","","","",346.32
-0.44,"","","","","","","","","","","","","","","","","","","",-0.97,"","",0.15,"",-1.69,"","","","","","",-1.31,"","","","","","","","","","","","","","","","","","","","","",1.21,"","","","","","","",-0.19,-1.45,-340.11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.02,"","","",-1.04,"","","","","","","","",321.19
"",0.77,"","","","","","","","","","","","","","",-1.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.01,"","","","","","","","",0.51,"",206.63
"",-0.6,"",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","",0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",422.92
-0.02,"","","","","","","","","","","","","","",-0.93,"","","","",-1.12,"","","","","","","","","","","","","","",1.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-138.12
"","","","","","","","","","","","","","","",1.43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.59,"","","","","","",-339.96
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","",-1.02,"","","","","","","","","","","","","","","","","",-1.23,"","","","","","",-195.14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.87,"","","","","","","","","","","","","","","","","","","","","","",-0.19,"","","","","","",8.07
"","","","","","","",1.94,"","","","","","","","","","","","","","","","","","","","","","",-0.55,"","","",-0.39,"","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","",-397.15
"","",-0.32,"","","","","","","",0.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.96,"","","","","","","","","","","","","","","","","",-348.82
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.07,"","","","","","","","",-0.75,"","","","","",-0.41,"","","","","","","","","","",-0.06,"","","","","","","","","",-212.23
"","","","","","","","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.6,"","","","",127.47
"","","","","","",0.07,-1.63,"","","","","",1.09,"","","",-0.25,"","","","","","","","","","",0.42,"","","","","",0.82,"","","","","","","","","","","","",-2.16,"","","","","","","","","","","","","","","","",-64.24
"","","","","","","","","","","","",1.37,"","","","","","","","",-0.2,"",0.75,"","","","","",1.07,1.31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",262.81
"","","","","","","","","","","","","","","",-2.37,"","","","","","","","","","","","","","","","",-0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23,"",444.23
"","","","","","","","","","","","","","","","","","","","","","","","","",2.0,"","","","","","","","","","","","","","","","",0.02,"","","","","","","","","","","","","","","","","","","","","",-450.35
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.65,"","","","","","","","","","","","","","","","","","",-0.27,"","","","","","","","","","","","","",-702.96
"","","","","","","","","","","","","","","","","","","","","","","","","",-0.33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-120.18
"","","","","",-0.24,"","",0.85,"","","","","","",-0.41,-1.13,"","",0.32,"","","","","","",0.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-57.59
"","","","","","","","","","","","","","","",0.83,"","","","","","","","","","","","","","","","","","","","",0.6,"","","","","","","","","","","","",1.49,"","","","","","","","","","","","","","",159.46
"","","","","",-0.07,"","","","","","","","","","","","",-1.49,"","","","","","","","","","","","","","","","","","","","",-0.29,1.27,"","","","","","","",1.37,"","","","","","","","","","","","","","","",-126.48
"","","","","","","","","","","","","","","","","","","","","","","","","","",0.11,"","",-1.45,"","","","","","","","","","",-1.22,"","","","","","","","","","","","","","","","","","","","","","","",288.33
"","","","","","","","","","","","","",-1.49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.32,"","","","","","","","","","","","","",1.91,"","","","",0.14,"","",-66.98
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",400.75
"","","","","","","","","","","","","","","",0.87,"","","","","","","","","","","","","","","","",-1.05,"","","","","","","","","","",0.04,"","",-0.1,"","","","","","","","",-1.28,"","","","",-1.78,"","","",-324.43
"","","","","",-0.48,"","","",-1.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","",0.39,"",-79.71
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",722.46
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","","","","","","","","","","","","","","","","","","","","",-72.32
"","","","","","","","","","","","","","","","","",-1.77,"","","","","","","","","","","","","","","","","","","","","","","","",-2.31,"","","","","","","","","","","","","","","","","","","","","",838.46
"","","",1.27,"","","","","","","","","","","","","","","",-0.45,"",1.34,"",-2.87,"","","","","","","","","","",0.04,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-445.31
"","","","","","","","","",-0.31,"","","","","",-1.84,"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.52,"","","","","","","","","","","","","","","","",2.5,"","","","",-127.41
"","",0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.37,"","","","","","",2.08,-0.69,"","","","","","","",1.87,"","","","","","","",608.31
"","","","","","","","","","","","",0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",414.13
"","",-1.1,"","","","",1.01,"","","","","","","","","","","","","","","","",1.36,"","","","","","","","","","","","",-0.06,"","","","","","","","","","","","","","","","","","","","","","","","","","",311.79
"","","","","","","","","","","","","","",-0.51,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-118.42
1.45,"","","","","","","","","","",-1.25,"","","","","","","","","","","",-2.29,"","","","","","","","","","","","","","",0.87,"","","","",-0.72,"","","","","","","","","","","","","","","","","",0.09,"","",437.76
"","","","","","","",0.04,"","",1.05,"","","","","","","","","","","","","","","","","","","","","","","",0.17,"","","","","","","","","","","","","","","",1.28,"","","","","",-0.01,"","","","","","","",-319.43
"","","","","",-0.86,"",-1.21,"",0.48,"","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-168.49
"","","","","","","","","","","","","","","","","","","",-0.9,"","","","","","","","","","","","","","","","","","","","","","","","",-1.83,"","","","","","","","",0.81,"","","","","","","","",-1.22,"",-11.98
"","","","","",1.6,"","","","","","","","","","","","","","","",-1.17,"","","","","","","","","","","","","","","","","","","","","","","",0.77,"","","","","","","","","","","","","","","","","","",457.75
0.67,"","","","","","","","","","","","","","","","","","","","","","","","","",0.34,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-299.96
"","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","","","","","","","","",-1.45,"","","","","","",2.04,"","","","","","","","","","","","","","","","","","","","","","",-267.59
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","","","","","","","","","",-1.63
"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.91,"","","","","","","","","","","","","","","","","","",-2.29,"",1.1,"","","","","","","","","","","",1.2,"","","","",85.74
"",0.12,"","","","","","","","","","","","","",1.18,"","","","","","","","","","","","","","","","","","","","",-0.51,"","",0.69,"","","","","","","","","","","","","","","","","","","","","","","","",-51.07
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.03,"","","","","","","","","","",0.7,"","",1.85,"","","","","","","","","","","","","","","","","",-1.3,"",-528.53
"","","","","",-0.35,"","","","","","","","","","","","","","","","","","","","","","",-1.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.56,"","","",0.23,"","","",477.93
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.25,"","",-0.67,-1.31,"","","","","","","","","",2.92,"","","","","","","","","","","","","","","","","","","","","","","",350.26
"","","","","","","","","","","","","","","","",2.43,"","","","","","","","","","","","","","",0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-305.36
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.98,"","","","","","","","","","","","",-36.68
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.01,"","","","","","","","","","","","","",0.68,-976.1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",258.38
"","","","","","","","","","","","","","","","","","","","",-0.21,"","","","","","","","","","","","","","","","","","","","","","","",-0.62,"","","","","","","","","","","","","","","","",-1.21,"","",-94.1
"","","",-0.27,"","","","","","","","","","","","","","",0.02,"","","",-0.21,"","","","","",0.72,"",1.52,-0.63,"","","","","","","","","","",1.36,"","","","","","","","","","","","","","","","","","","","","",-571.51
"","","","","","","","",0.75,-0.52,"","","","","","","","","","",0.03,"","",-1.3,"","",-0.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-199.05
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.41,"","","","","","","","","","",0.11,"","","","","","","","","","",391.03
"","","",1.12,"","","",-2.38,"",1.49,"","","","","","","","","",-0.84,"","","","","","","",0.42,"","","","","","","","",-2.33,"","","","","","","","","","","","","","","","",-0.16,"","",1.43,"","","","","","","",-368.15
"","","","",1.11,"","","","","","","","",2.05,"","","","","","","","","","","",0.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",207.23
"","","","","","","","","","",0.54,"","","","","","","","","","",0.62,"","","","","","","","","","","","","","","","","",-0.14,"","",-0.03,"","","","","","","","","","","","","","","","","","","","","",378.12
"","","","","","","","","","","","","","",0.15,"","",1.35,"","",-1.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-238.33
"","","","","","","","","","","","",-0.57,"","","","","","","","","","","",-1.23,"","","","","","","","","","","","","","","","","","","","","","","",0.05,"","","","","","","","","","","","","","","",261.06
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.93,"","","","","","","","","","","","","","","","","",-0.84,"","","","","",-0.13,"","","",-98.94
"","","","","","","",-1.12,"",-1.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.49,"","","","","",1.58,"","","","","","","","","","","","","","",-0.76,"","","",588.42
"","","","","","","","","","","","","",-0.23,"","","","","","","",-1.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",80.64
"","",0.84,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,"","","","","","","","","","","","","","","",0.15,"","","","","","","","","","","","",-337.41
"","","","","","","","","",1.66,"","","","",-1.16,"",-0.76,"","","","",-0.65,"","","","","","","","","","","","","","","","","","","",-0.6,"","",1.48,"","","","","","","","","","",1.51,"","","","","","","","",-260.25
-0.39,"","","",-0.48,"","","","",-0.16,"","","","","","","","","","","","","","","","","","","","","","","","",-1.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-522.77
"","","","",0.14,"","","","","","","","",0.61,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.96
"","","","","","","","","","","","","","",-0.46,"",1.27,"","","","","","","","","","","","",-0.27,-2.32,"","","","","","",1.25,"","","","","","","","","","","","","","","","","","","","","","","","","","",429.12
"","","","","","","","","","","","","","","","",0.52,"",0.64,"","","","","","","","","","","","","","","","",-1.4,"","","","","",0.94,"","","","","","","","","","","","","","","","","","","","","","",283.67
"","","","","","","","","",0.69,"","",0.01,"","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.06,"","","","","",-0.69,"",244.48
"","","","","","","","","","","","","","","","","","","","","","","","",-2.78,"","","","","","","","","","","","","","","","","","",-0.08,"","","","","","","","","","","","","","",0.73,"","","","","",208.93
"","","","",-0.14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.05,"","","","","","","","","","",0.2,"","","","",530.25
"","","","",1.32,"","","","","","","",0.86,0.18,"","","","","",1.56,"","","","","","","","","","","","",-0.75,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-118.18
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",64.36
"","","","","","","","","","","","","","","","","","",-0.32,"","","","","","","","","",0.2,"","","","","","","","","","","","","","","","","","","","","","","","","",0.12,0.16,"","","","","","","","",-85.02
"",-0.14,"","","","","","","","","",-0.83,"","","","","","","","","","","","","","","","","","","","","",-2.01,"",0.64,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",69.08
1.28,"","","","","","","","","","","","",0.49,"","","","","","","","","",-2.5,"","","","","","","","","","","","","","","","","","","","",0.36,"","","","","","","","","","","","","","","","","","","",-242.44
"","","","","","","",-0.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.98,"","","","","","","","",0.38,"","","","","","","","","","","","",-0.94,"","","","","",-271.5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","","","","",270.7
"","",-0.19,"","","","",0.53,"","",-2.21,"","","","","","","","","","","","","","","","","","","","",-0.3,"","","",1.18,"","","","",0.52,"","","","","","","","","","","","","","","","","","","","","",-0.16,"",74.13
"","","","","","","",-0.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.29,"","","","","","","","","","","","","","","","","","","","","","","","",-535.46
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-787.63
"","","","","","",-0.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.65,"","","","","","","","",0.63,"","","","","",43.32
"","","","","","","","","","","","","","","","","","","","","","","","",0.63,"","","","","","","","","","","","",-2.04,"","","","","","","","","","","","","","","",-0.91,0.06,"","","","","","","","","",-34.91
"","","","","","","","","","","","","",1.19,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.6,"","","","","","","","","","","","","","","","","","","","","","","",-345.91
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.7,-1.0,"","","","","","","","","","","","","","","","","","",324.25
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.96,"","","","","","","","","","","","","",-0.89,"","","","","","",572.85
"","","","","","","","","","","","","","","","","","","","","","",-0.83,"","","","","","","","","","","","","","","","","","","","",-0.05,"","","","","","","","","","","","",-0.36,"","","","","","","",-215.68
"","","","",-0.4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.98,"","","","","","","","","","","",0.41,-0.08,"","","","","","","","","","","","","","","",628.44
"","","","","","","","","","","","","","","","","","","","","","","","","",-3.0,"","","","",0.77,"","","","","","","","","",0.68,"","","","","","","","","","",-1.56,"","","","","","","","","","","","",-107.78
