"X_0","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","X_11","X_12","X_13","X_14","X_15","X_16","X_17","X_18","X_19","X_20","X_21","X_22","X_23","X_24","X_25","X_26","X_27","X_28","X_29","X_30","X_31","X_32","X_33","X_34","X_35","X_36","X_37","X_38","X_39","X_40","X_41","X_42","X_43","X_44","X_45","X_46","X_47","X_48","X_49","X_50","X_51","X_52","X_53","X_54","X_55","X_56","X_57","X_58","X_59","X_60","X_61","X_62","X_63","target"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.18,"","","","","",-1.18,"","","","","","",-1.63,"","","","","",1
"","","","","","","","","",-5.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7.46,"","","","","",3.6,"","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","",3.87,"","","","","","","","","","","","","","","","","","","","","","","",0.91,"","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.74,"","","","","","","","","","","","","","","","","","","","","","",14
"","",-3.84,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.56,"","","","","","","","","","","","","","","","","","","","","","","","",0.06,"","","","","","","",-2.92,"",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.71,"","",-1.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.59,"","","","","","","","",7.79,"","",2
"","","",2.66,"","","","",2.93,"","",-3.15,"","","","","","","","","","","","",-3.55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","","","","",1.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39,"","","","","","","",12
"","","",-0.08,"",3.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.93,"","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.54,"","","","","","","","","","","","","","",-3.63,"","","","","","","","","","",-1.22,"","","","","","","","",9
"","","","","","","","","","","",1.86,"","","","","","","","","",-1.23,"","","","","","","","","","",0.56,"","","","","","",-4.63,"","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","",0.58,"","","","",1.09,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1.53,"","","","","",13
"","","","","","","","","","","",0.25,"","","","","","","","",-5.19,"","","","","","","","","","","","","","","","","","","","","","","","","","",-1.1,"","",3.62,"","","","","","","","","","","","",3.54,10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-7.55,4.36,"","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.53,"","","","",-2.51,"","","","","","",-1.91,"",0.4,"","","","",5.21,"","","","","","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","",-0.53,-2.1,-0.91,"","","","","","","","","","","","","","","","",-2.91,"","","","","","","",1.51,"","","","","","","","","","","",12
"","","","","","","","","","","",2.86,"","","","","","","",-1.7,"","","","","","","","","","","","",1.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.23,"",-5.73,"","","","","",-1.7,"","","","","","","","","","","",2
"","","","","",2.37,0.39,"","","","","","","","","","",-2.07,"","","","","","","","",9.94,"","","","","","","","","","","","","","","","","","","","","","",2.07,"","","","","","","","","","","","","","",0
-0.81,"","","",-0.62,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.83,"","",-3.43,"","",-7.7,"","","","","","","",7.45,"","","","","","","","","","","","","","","","",0
"","","","","","","","","","",0.44,"","","","","","","","","","","","","","","","","","","","","","","","","",2.64,"","","","","","",-0.67,"","","","",0.28,"","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.93,"","","","","","","","","","","","","","","","","","","","","","","",12
"","","",-0.46,"","","","","","","","",2.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0.57,"","","","","","","","","",-2.98,"","","","","","","","","","","","","",10
"","","","","","","","",-1.18,"","","","","",-0.59,"","","","","","","","","","","","","","","","","","","",0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","",5.47,"","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.91,"","","","","","","","","","","","","","","","","","","","","","","",6.12,"","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","",2.19,"","","","","","","","","","","","","","","","","","",-18.27,"","","","","","","","",1.97,"","","","","","","","","","","","","","",-5.15,2
"","","","","","","","",2.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.79,"","","","","","","","","",11
"","","","","","","",2.2,"","","","","","","","","",-0.39,"","","","","","","","","","","","","","","",1.74,"","","",-0.54,"","",-1.05,"","","","","","","","",0.88,"","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","",-3.51,"","","","","","","","","","","","","","","","","","","","","","","","",-1.0,"","","","","","","","","","","","","","","","","","","",10
"","","","","","","","",1.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-6.66,"",-1.11,"","","","","","","","","","","","","","","",-0.48,12
"","","","","","","","","","","","",3.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.48,"","","","","","","","",-2.39,-1.04,"",0
"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.4,"","","","","","","","",2.8,"","","",-0.78,"","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","",4.0,"","","",-5.13,"","","","","",-0.37,"","","","","",-0.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","",4.9,"",-2.18,"",-2.5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.06,"","","","","","","",-0.7,"","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.14,"","","","","",1.33,"",-4.83,"","","","","","","","","","","","","","","","","","","","",-0.52,"",-0.8,"",2.22,"","",12
"","","","","","","","","","","","","",-0.04,-0.79,"",-8.79,"","","","",-6.46,0.18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.68,"","","","","","",4.36,"","",8
"","","","",-0.68,0.05,"","","","","","","","","","","","","",-1.2,"",1.21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","",-1.36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","",-3.4,1.7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.52,"","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","",0.96,"","","","",4.79,"","","","","","","",-0.29,"","","","","","","","","","","","","","","","","","","","","","","","","",1.07,"","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.11,"","","","","","","","","","","","","","","","",-1.04,"","","","","","","","","","","","","",-5.13,"",5
"","",0.38,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.22,-5.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.63,"","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","",0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.49,"","","",3.01,"","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.35,"","","","","","","","","","",-2.52,"","","","","","","","","","","",-2.59,"","","","",2
"","","","","","","","","","","","","","",-0.95,"","","","",-0.42,"","","",1.07,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","",3.13,-2.81,"","","",2.13,-0.45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"","","","","","","",-0.46,"","",1.16,"","","",8
"","","","","",-4.06,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.67,"","",-3.7,"","","","",4.7,"","","",1.67,"","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","",0.58,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.09,"","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","",-0.72,"","","","","","","","","","",1.07,"","",4.32,"","","","","","","","","","","",-0.54,"","","","","","","","","","","","",2
"","","","","","","","",-1.08,"","","","",-1.47,"","","","","","","","",-1.08,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.68,"","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
1.06,"","","","","","","",-0.19,"","","","","","","",8.65,"",4.28,"",0.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.33,"","","","","","","",9
"","","","","","","","","","","","","","",-0.18,"","",1.45,"","","","","","","","","","","","","","","","","","","","","","",0.41,"","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.66,"","","",-0.47,"",2.4,"","","","",1.29,"","","","","","","","","",0.85,"","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.51,"","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","",-1.64,"","","","","","","","","","",-2.11,"","","","","","","","","","","","","","","","","","","","",-0.71,"","","","","",0.32,"","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","",-3.3,"","","","","","","",0.24,"","","","","","","","","","","","",-1.11,"","","","","","","","","","","","","","","","","","","",-2.13,"","","","","","","","","","","","",8.25,"","","","","","","",6
-2.63,"","","","","","","","","","","","","","","","","","","",-4.04,"","","","","","","","","","","","","","","","","","","","","","","","",5.84,"","","","","","","","",-0.93,"","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.03,"","","","","","","","","","","","","","",-1.39,"","","","","","","",0.74,-1.37,"","","","",4.86,"","",11
"","","","","","","","",-0.4,"","","","","","","","","","","","","","","","","","","",0.85,"","","","","","","",-5.28,"","","","","","","","","","","","","","",0.54,"","","","","",-2.4,"","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.39,"","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.62,"","","",-2.06,"","","","","","","","","","","","",0.55,"","","","",-0.42,"","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","",2.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5,"","",-1.79,"","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
-0.03,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-9.03,"","",1.59,"","","","","","","",0.68,"","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.89,"","","","","","",11
"","",-0.96,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.42,"","","","","","","","","","","","","","","","","","","","","","","",-1.14,"","","",10
"","","","",-1.15,"","","","","","","","","","","","","","",-0.8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.37,3
"","","","","","","","","","","","","","","","","","","","","","","",-0.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.61,"","","","","","","","","","","","",13
"","","","","","","",-0.9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.26,"","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5.55,"","","","","","","","","","","","","","","","","","","","",-0.42,"","","","","","",11
"","","","","","","","","",-2.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.21,"","","","","",-8.86,"","","","","","","","","","","",1.25,"","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.61,"","","","","",2.62,"","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","",0.82,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","",-1.71,"","","","","","","",-1.76,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.75,"",5.28,"","","","","","",10
"","","","","",1.32,"","","","","","","","",0.11,"","","",3.97,"","",3.66,"","","","","","","","","","","","","","","","","","","","","",-0.18,"","","","","","","","","","",0.67,"","","","","","","","","",10
"","","","","","","",-0.86,"","","","","","","","",-2.38,"",1.54,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.13,"","","","","","","","","",1
"","","","","","","","","","","","",-0.48,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.86,"","","",1.54,"","","","",12
"","","","",1.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.24,"",0.69,"","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","",0.12,"",-1.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.76,"","","",-1.28,"","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.78,"","","","",2
"","","","","","","","","","","","","","","","","","","","",1.36,"","",-0.47,"","",4.67,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.62,7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.45,"","","","","","","",-0.92,"","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","",-0.13,-4.56,"","","","","","","","",-5.5,"",-0.19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.8,"",-2.18,"","","","","","","","","","","","","","","","","","",0.87,0.29,-0.25,"","","","","","","",0
"","","",2.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.86,"","","","","","","","","","","",11
"","","","","","","","","",-0.68,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.73,"","","","","","","","","","",-6.57,"","","","",5
"","","","","","","","","",2.26,-1.44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.96,"","","","","","","","","","","","","","","","","","","","",8
-1.37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","",-4.74,"","","","","",-1.1,"","","","","","","","","","","","","","","","","","",-1.21,"","","","","","","","",0.47,"","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","",9.25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.88,"","","","","","","","","","","","","","","","",-1.45,"","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.09,"","","","","","","","","","","","","","","","","","","",7
"","","","","","","","",-5.16,"","","","","",0.66,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.61,"","","","","","","","","","","","","","",8
"","","","","","","","","",3.72,"","","",-1.04,"","","","","","",2.95,"","","","","","","","",1.49,"","","","","","","","","","","","","","","","","","",4.03,"","",1.17,"","","","","","","",1.66,"","","","",14
"","","","","","","","","","","","","","","","","","","","","","","","","","",-0.84,"",-1.94,"","","","","",-0.24,1.37,"","","","","","","","","","","","","","","","","",4.01,"","","","","","","","","",6.35,3
"","","","","","","","","","","","","","","","","",0.28,"","","","","","","","","","","","","","","","",0.43,3.13,"",0.05,"","","","",-0.12,"","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.77,"","","","","","","","","","","","","","","","","","","","","","",-3.95,"","","","","","","",14
"","",-1.6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.03,"","","","","","","","","","","","","","","","",0.09,"","","","","","","","","","","",10
"","","","","","","","","","","","","","",0.45,"","","","","",-0.62,-1.76,"","","","","","","","","","","","","","","","","","","","","","","","","",3.89,"","","","","","","","","","","","","","","","",10
"","","","","","","","",1.29,"","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.96,"","","","","","","","","","","","","","","","","","","","",4.45,"","","","","","",11
"","","","","","","","","","","","","","","","","","","","","",-0.65,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.36,"","","","","","",9
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18,"","","","","","","","","","","","","","","","","","","","",1.88,"","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","",-1.23,"","","","","",2.16,"","","",0.41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-2.08,"","","","","","","","","","","","","","","","","","",8
"","","","","","","",0.96,"","",0.44,"","","","","","","","","",-1.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","",-1.32,"","","","","",-0.27,"","","","","","","","","","","","","","","","","","","","","","","","",2.46,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","",6.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-4.97,"","","","","","","","","","","","","","","","","","","",3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13
"","","","","","","","","","","","","","","","",-2.01,"","","","","","","","","","","","","","","","","","","","","","","","","","",0.46,"","","","","","","","","","","","","","","",-6.31,"","","","",10
"","","","","","","","","","","","","","","","",-4.25,"","","","","","","","","","","","","","","","","","","","",-0.25,"","","","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","",0.64,"","","","","","","","","","","","","","","","",-4.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14
"","","","","","","","","","","","","","","",1.26,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9
"","","","","","","","","","","","","","",-0.83,"","","","","","",0.53,"","","","","","","","","","","","","",-0.32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","",6.13,"",-0.39,"","","","","","","","","","","","","","","","","","","","","",6.22,"","","","","","","",1.47,"","","","","","","","","","","","","","","","","","",12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.98,"","","","","","","",-16.78,"","","","","","","","","","","","","","","","","","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09,"","","","","","","","","","","","","","","","",10.67,"","",0.5,"","","","","","","","",-1.05,"","","","","",11
"","","","","","","",2.22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.41,"","","",-0.47,"","","","","",0.03,"","","","","","","","",7
"","","","","","","","","","","","","",-3.02,"","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15
"","","","","","","","","","","","","","","","","","","","","","",-0.16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","",1.13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.32,"","","","","","","","","","","","","","",2
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","",0.1,"","","",-1.85,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.02,"","","","","","","","","","","","","",5.14,"",8
"","","","","","","","","","","","","","","","",-5.74,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","",1.3,"","","","","","","",-0.93,"","","","","","","","","","","","","","","","","","","",-2.74,"","","","","","",-2.93,"","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","",0.38,"","","","","","","","","",0.17,"","","","","","","","","","","","","","","","",1.4,"","","","","",3.61,"","","","","","",1.78,"","","","","","",0
"","","","","","","","","","","","","","","","","","","","","","","",1.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.08,"","","","","","",5.42,"","",13
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.11,"","","",-0.27,"","","","","",3
"","","","","","","","",1.73,"","","","","","","","","","","","","","",1.39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6.57,"","","","","","","",7
"","","","","","","","","","","","","","","","","","",-1.99,"","","","","","","",4.69,"","","","","","","","","","","","","","","","","","","","","",-1.79,"","","","","","","","","","","","","","","",14
"",1.83,"","","","","","","",5.95,"","","","","","","","",3.93,"","","","","","","","","","","","","","","","","","","",-0.37,"","","","","","","","","","","","","",1.7,"","","","","","","","","","",5.05,0
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.87,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","","","","","","","","","","","",-3.71,"","","","","","","","","",-5.53,"","","","",1.13,"","","","","","","",1.71,"","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","",-0.72,"","",1.82,"","","","","","","","","","","","","","","","","","",2.22,0.05,"","","","","","","","","","","",1.34,"","","","","","","",8
"","","","","",0.77,"","","","","","","","","","","","",-0.62,"","","","","","","","","","","","","","","","","","","","",8.91,"","","","","","","","","","",2.16,"","","","","","","","","","","","","",6
"","","","","","","","","","","","","","",1.05,"","","","","","",4.76,"","",-4.83,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","",0.56,"","","","","","","","",0.78,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","",4.62,"",0.47,-0.47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.23,"","","",0.08,"","","","","","","","","","","","","","","",0.18,"",0.22,0.9,"","","","","","","","",14
"","","","","","","","","","","","","","","","","","","","","","",-1.24,"","","","",-0.24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.33,"","","","","",15
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-3.1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.51,"","","","","","",1.31,"",0.28,3.4,"","",10
"","","",-1.17,"","","",-0.79,"","","","","","","","","","","","","","","","","","","","",-1.19,"","","","","","","","","","","","","","","","","","","","","","","",-1.14,"","","","","","","","","","","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","","","","","","","","","","","",0.55,"","",10
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.92,"","","","","","","","","","","","","","","","","","","","","","",7
"","","","","",-6.0,"","","","","","","","","","","",-0.77,"","","","","","","","","","","",-1.46,"","","","","",0.03,"","","","","","","","",-1.43,"","","","","","","","","","","","","","","","","","",-0.98,3
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.73,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.26,2.99,12
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","",-2.32,"","","","","","","","","","","","","","","","","","",0.92,"","","","","","","",1.84,"",-3.27,"","","","","","","","","","","","","","","","","","","","",-0.12,"","","",9
"","","","","","","","",-1.45,"","","","","","","","","","","","","","","","","","","","",1.91,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.44,"","",15
"","",1.42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-1.0,"","","","","",0.12,"","","","","","","","","",-1.09,"","","","","","",0.15,"","","","","","","","",7
"","","","","","","","","","","","","","","","","","","","","","",-0.71,"","","","","","","","","","","","","","","","","","","","","",-0.58,"","","","","","","","","","","","","","","","","","","",5
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.28,"","","","","","","","","","","","","","","","","","","","",14
"",0.95,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.01,"","","","","","","","","","","","","","","","","","","","","",0
"","","","","","","","","","","","","","","","","","",-2.56,"","","","","",-1.1,"","","","","","","","","",-0.12,"","","","","","","","","",4.43,"","",-0.96,"","","","","","","","","","","","","","","","",1
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",-0.83,"","","","","","","",-1.89,"","","","","","","","","","","","","","","","","","","","",6
"","","","","","","","","","",-1.02,"","","","","",-0.7,"","","","","","","","","","","","","","","",-3.03,"","","","","","","","",3.72,"","","","","","","","","","","","","","","","","","","","","","",11
"","","","","","","","","","","","","","","","","","","","","","","","","","",1.21,"","","",-2.09,-0.65,"","","","","","","","","","","",0.58,"","","","","","","","","","","","","","","","","","","","",15
"","","","","","","",0.12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4.91,"","","",-0.92,"","","","","","","","","","","","","","","",2
